"BO";"Attribute";"ARM Element";"Source";"Rules";"Reference path"
"Approval";;"NO MAPPING PROVIDED";;;
;"Approval to Activity (as approvalScope)";"NO MAPPING PROVIDED";;;
;"Approval to Contract (as approvalScope)";"NO MAPPING PROVIDED";;;
;"Approval to Organization (as approvalScope)";"NO MAPPING PROVIDED";;;
;"Approval to PersonInOrganization (as approvalScope)";"NO MAPPING PROVIDED";;;
;"Approval to ProductClass (as approvalScope)";"NO MAPPING PROVIDED";;;
;"Approval to ProductConfiguration (as approvalScope)";"NO MAPPING PROVIDED";;;
;"Approval to Project (as approvalScope)";"NO MAPPING PROVIDED";;;
;"Approval to ApprovingPersonOrganization (as approvedBy)";"NO MAPPING PROVIDED";;;
;"Approval to Classification (as classifiedAs)";"NO MAPPING PROVIDED";;;
;"Approval to CharacterString (as description)";"NO MAPPING PROVIDED";;;
;"Approval to Descriptor (as description)";"NO MAPPING PROVIDED";;;
;"Approval to DescriptorSet (as description)";"NO MAPPING PROVIDED";;;
;"Approval to LocalizedString (as description)";"NO MAPPING PROVIDED";;;
;"Approval to TranslatedStringSet (as description)";"NO MAPPING PROVIDED";;;
;"Approval to Identifier (as id)";"NO MAPPING PROVIDED";;;
;"Approval to IdentifierSet (as id)";"NO MAPPING PROVIDED";;;
;"Approval to IdentifierString (as id)";"NO MAPPING PROVIDED";;;
;"Approval to ExternalItem (as sameAs)";"NO MAPPING PROVIDED";;;
;"Approval to ExternalOwlObject (as sameAs)";"NO MAPPING PROVIDED";;;
;"Approval to Proxy (as sameAs)";"NO MAPPING PROVIDED";;;
;"Approval to ProxyString (as sameAs)";"NO MAPPING PROVIDED";;;
;"Approval to Class (as status)";"NO MAPPING PROVIDED";;;
;"Approval to ClassString (as status)";"NO MAPPING PROVIDED";;;
;"Approval to ExternalClass (as status)";"NO MAPPING PROVIDED";;;
;"Approval to ExternalOwlClass (as status)";"NO MAPPING PROVIDED";;;
;"Approval to DateTimeString (as validDate)";"NO MAPPING PROVIDED";;;
"ApprovalAssignment";;"NO MAPPING PROVIDED";;;
;"ApprovalAssignment to Approval (as assignedApproval)";"NO MAPPING PROVIDED";;;
;"ApprovalAssignment to Activity (as assignedTo)";"NO MAPPING PROVIDED";;;
;"ApprovalAssignment to ActivityAssignment (as assignedTo)";"NO MAPPING PROVIDED";;;
