"BO";"Attribute";"ARM Element";"Source";"Rules";"Reference path"
;"DocumentAssignment to TimeIntervalAssignment (as assignedTo)";"NO MAPPING PROVIDED";;;
;"DocumentAssignment to TimeIntervalRelationship (as assignedTo)";"NO MAPPING PROVIDED";;;
;"DocumentAssignment to ViewContext (as assignedTo)";"NO MAPPING PROVIDED";;;
;"DocumentAssignment to ViewOccurrenceRelationship (as assignedTo)";"NO MAPPING PROVIDED";;;
;"DocumentAssignment to WorkOrder (as assignedTo)";"NO MAPPING PROVIDED";;;
;"DocumentAssignment to WorkOrderAssignment (as assignedTo)";"NO MAPPING PROVIDED";;;
;"DocumentAssignment to WorkRequest (as assignedTo)";"NO MAPPING PROVIDED";;;
;"DocumentAssignment to WorkRequestAssignment (as assignedTo)";"NO MAPPING PROVIDED";;;
;"DocumentAssignment to Classification (as classifiedAs)";"NO MAPPING PROVIDED";;;
;"DocumentAssignment to CharacterString (as description)";"NO MAPPING PROVIDED";;;
;"DocumentAssignment to Descriptor (as description)";"NO MAPPING PROVIDED";;;
;"DocumentAssignment to LocalizedString (as description)";"NO MAPPING PROVIDED";;;
;"DocumentAssignment to CharacterString (as documentPortion)";"NO MAPPING PROVIDED";;;
;"DocumentAssignment to LocalizedString (as documentPortion)";"NO MAPPING PROVIDED";;;
;"DocumentAssignment to Identifier (as id)";"NO MAPPING PROVIDED";;;
;"DocumentAssignment to IdentifierString (as id)";"NO MAPPING PROVIDED";;;
;"DocumentAssignment to Class (as role)";"NO MAPPING PROVIDED";;;
;"DocumentAssignment to ClassString (as role)";"NO MAPPING PROVIDED";;;
;"DocumentAssignment to ExternalClass (as role)";"NO MAPPING PROVIDED";;;
;"DocumentAssignment to ExternalOwlClass (as role)";"NO MAPPING PROVIDED";;;
"DocumentRelationship";;"NO MAPPING PROVIDED";;;
;"DocumentRelationship to Classification (as classifiedAs)";"NO MAPPING PROVIDED";;;
;"DocumentRelationship to CharacterString (as description)";"NO MAPPING PROVIDED";;;
;"DocumentRelationship to Descriptor (as description)";"NO MAPPING PROVIDED";;;
;"DocumentRelationship to LocalizedString (as description)";"NO MAPPING PROVIDED";;;
;"DocumentRelationship to Identifier (as id)";"NO MAPPING PROVIDED";;;
;"DocumentRelationship to IdentifierString (as id)";"NO MAPPING PROVIDED";;;
;"DocumentRelationship to Document (as related)";"NO MAPPING PROVIDED";;;
;"DocumentRelationship to Document (as relating)";"NO MAPPING PROVIDED";;;
;"DocumentRelationship to Class (as relationType)";"NO MAPPING PROVIDED";;;
;"DocumentRelationship to ClassString (as relationType)";"NO MAPPING PROVIDED";;;
;"DocumentRelationship to ExternalClass (as relationType)";"NO MAPPING PROVIDED";;;
;"DocumentRelationship to ExternalOwlClass (as relationType)";"NO MAPPING PROVIDED";;;
"DocumentVersion";;"NO MAPPING PROVIDED";;;
;"DocumentVersion to Classification (as classifiedAs)";"NO MAPPING PROVIDED";;;
;"DocumentVersion to CharacterString (as description)";"NO MAPPING PROVIDED";;;
;"DocumentVersion to Descriptor (as description)";"NO MAPPING PROVIDED";;;
;"DocumentVersion to LocalizedString (as description)";"NO MAPPING PROVIDED";;;
;"DocumentVersion to Identifier (as id)";"NO MAPPING PROVIDED";;;
;"DocumentVersion to IdentifierString (as id)";"NO MAPPING PROVIDED";;;
;"DocumentVersion to ExternalItem (as sameAs)";"NO MAPPING PROVIDED";;;
;"DocumentVersion to ExternalOwlObject (as sameAs)";"NO MAPPING PROVIDED";;;
;"DocumentVersion to Proxy (as sameAs)";"NO MAPPING PROVIDED";;;
;"DocumentVersion to ProxyString (as sameAs)";"NO MAPPING PROVIDED";;;
;"DocumentVersion to DocumentDefinition (as views)";"NO MAPPING PROVIDED";;;
"DocumentVersionRelationship";;"NO MAPPING PROVIDED";;;
;"DocumentVersionRelationship to Classification (as classifiedAs)";"NO MAPPING PROVIDED";;;
;"DocumentVersionRelationship to CharacterString (as description)";"NO MAPPING PROVIDED";;;
;"DocumentVersionRelationship to Descriptor (as description)";"NO MAPPING PROVIDED";;;
;"DocumentVersionRelationship to LocalizedString (as description)";"NO MAPPING PROVIDED";;;
;"DocumentVersionRelationship to Identifier (as id)";"NO MAPPING PROVIDED";;;
;"DocumentVersionRelationship to IdentifierString (as id)";"NO MAPPING PROVIDED";;;
;"DocumentVersionRelationship to DocumentVersion (as related)";"NO MAPPING PROVIDED";;;
;"DocumentVersionRelationship to DocumentVersion (as relating)";"NO MAPPING PROVIDED";;;
;"DocumentVersionRelationship to Class (as relationType)";"NO MAPPING PROVIDED";;;
;"DocumentVersionRelationship to ClassString (as relationType)";"NO MAPPING PROVIDED";;;
;"DocumentVersionRelationship to ExternalClass (as relationType)";"NO MAPPING PROVIDED";;;
;"DocumentVersionRelationship to ExternalOwlClass (as relationType)";"NO MAPPING PROVIDED";;;
