BO;Attribute;ARM Element;Source;Rules;Reference path
;PropertyDefinitionAssignment to PropertyValueAssignment (as assignedTo);NO MAPPING PROVIDED;;;
;PropertyDefinitionAssignment to PropertyValueRelationship (as assignedTo);NO MAPPING PROVIDED;;;
;PropertyDefinitionAssignment to RequirementAssignment (as assignedTo);NO MAPPING PROVIDED;;;
;PropertyDefinitionAssignment to RequirementRelationship (as assignedTo);NO MAPPING PROVIDED;;;
;PropertyDefinitionAssignment to RequirementSource (as assignedTo);NO MAPPING PROVIDED;;;
;PropertyDefinitionAssignment to RequirementVersionRelationship (as assignedTo);NO MAPPING PROVIDED;;;
;PropertyDefinitionAssignment to RequirementView (as assignedTo);NO MAPPING PROVIDED;;;
;PropertyDefinitionAssignment to RequirementViewRelationship (as assignedTo);NO MAPPING PROVIDED;;;
;PropertyDefinitionAssignment to SecurityClassificationAssignment (as assignedTo);NO MAPPING PROVIDED;;;
;PropertyDefinitionAssignment to ShapeElement (as assignedTo);NO MAPPING PROVIDED;;;
;PropertyDefinitionAssignment to ShapeElementRelationship (as assignedTo);NO MAPPING PROVIDED;;;
;PropertyDefinitionAssignment to Specification (as assignedTo);NO MAPPING PROVIDED;;;
;PropertyDefinitionAssignment to SpecificationAssignment (as assignedTo);NO MAPPING PROVIDED;;;
;PropertyDefinitionAssignment to SpecificationCategoryAssignment (as assignedTo);NO MAPPING PROVIDED;;;
;PropertyDefinitionAssignment to SpecificationConditionAssignment (as assignedTo);NO MAPPING PROVIDED;;;
;PropertyDefinitionAssignment to SpecificationInclusionAssignment (as assignedTo);NO MAPPING PROVIDED;;;
;PropertyDefinitionAssignment to TimeIntervalAssignment (as assignedTo);NO MAPPING PROVIDED;;;
;PropertyDefinitionAssignment to ViewOccurrenceRelationship (as assignedTo);NO MAPPING PROVIDED;;;
;PropertyDefinitionAssignment to WorkOrder (as assignedTo);NO MAPPING PROVIDED;;;
;PropertyDefinitionAssignment to WorkOrderAssignment (as assignedTo);NO MAPPING PROVIDED;;;
;PropertyDefinitionAssignment to WorkRequest (as assignedTo);NO MAPPING PROVIDED;;;
;PropertyDefinitionAssignment to WorkRequestAssignment (as assignedTo);NO MAPPING PROVIDED;;;
;PropertyDefinitionAssignment to WorkRequestRelationship (as assignedTo);NO MAPPING PROVIDED;;;
;PropertyDefinitionAssignment to Classification (as classifiedAs);NO MAPPING PROVIDED;;;
