"BO";"Attribute";"ARM Element";"Source";"Rules";"Reference path"
"ExternalGeometricModel";"";"";"";"";""
"";"ExternalGeometricModel to DigitalFile (as externalFile)";"";"";"";""
"";"ExternalGeometricModel to AxisPlacement (as items)";"";"";"";""
"";"ExternalGeometricModel to PropertyValue (as parameterValues)";"";"";"";""
