"BO";"Attribute";"ARM Element";"Source";"Rules";"Reference path"
"Descriptor";"";"";"";"";""
"";"Descriptor to Classification (as classifiedAs)";"";"";"";""
"";"Descriptor to Identifier (as descriptionContext)";"";"";"";""
"";"Descriptor to Organization (as descriptionContext)";"";"";"";""
"";"Descriptor to Identifier (as id)";"";"";"";""
"";"Descriptor to IdentifierSet (as id)";"";"";"";""
"";"Descriptor to IdentifierString (as id)";"";"";"";""
"";"Descriptor to CharacterString (as text)";"";"";"";""
"";"Descriptor to LocalizedString (as text)";"";"";"";""
"";"Descriptor to TranslatedStringSet (as text)";"";"";"";""
"DescriptorRelationship";"";"";"";"";""
"";"DescriptorRelationship to Classification (as classifiedAs)";"";"";"";""
"";"DescriptorRelationship to CharacterString (as description)";"";"";"";""
"";"DescriptorRelationship to Descriptor (as description)";"";"";"";""
"";"DescriptorRelationship to DescriptorSet (as description)";"";"";"";""
"";"DescriptorRelationship to LocalizedString (as description)";"";"";"";""
"";"DescriptorRelationship to TranslatedStringSet (as description)";"";"";"";""
"";"DescriptorRelationship to Identifier (as id)";"";"";"";""
"";"DescriptorRelationship to IdentifierSet (as id)";"";"";"";""
"";"DescriptorRelationship to IdentifierString (as id)";"";"";"";""
"";"DescriptorRelationship to Descriptor (as related)";"";"";"";""
"";"DescriptorRelationship to Descriptor (as relating)";"";"";"";""
"";"DescriptorRelationship to Class (as relationType)";"";"";"";""
"";"DescriptorRelationship to ClassString (as relationType)";"";"";"";""
"";"DescriptorRelationship to ExternalClass (as relationType)";"";"";"";""
"";"DescriptorRelationship to ExternalOwlClass (as relationType)";"";"";"";""
