BO,Attribute,ARM Element,Source,Rules,Reference path
ExternalGeometricModel,,"[External_geometric_model]
[Characterizable_object]",,,"{External_geometric_model <=
Geometric_model <=
Representation =>
Characterized_representation <=
Characterizable_object}"
,ExternalGeometricModel to DigitalFile (as externalFile),PATH,,,"External_geometric_model.external_file ->
Digital_file"
,ExternalGeometricModel to AxisPlacement (as items),PATH,,,"External_geometric_model <=
Geometric_model <=
Representation.items[1] ->
Axis_placement"
,ExternalGeometricModel to PropertyValue (as parameterValues),PATH,,,"External_geometric_model <=
Geometric_model <=
Representation =>
Characterized_representation <=
Characterizable_object 
represented_definition = Characterizable_object
represented_definition <-
Property_definition_representation.definition
Property_definition_representation.used_representation ->
Representation"
