BO;Attribute;ARM Element;Source;Rules;Reference path
Copyright;;Information_right;ISO 10303-442;;"Information_right
{classification_item = Information_right
classification_item <- 
Classification_assignment.items[i]
Classification_assignment.role = 'type of information right'
Classification_assignment.assigned_class -> 
Class
Class.name = 'copyright'}"
InformationRight;;Information_right;ISO 10303-442;;
;InformationRight to Classification (as classifiedAs);PATH;;;"Information_right
/classifiedAs_AS_Classification(Information_right)/"
;InformationRight to CharacterString (as description);Information_right.description;ISO 10303-442;;
;InformationRight to Descriptor (as description);PATH;;;"Information_right
/description_AS_Descriptor(Information_right)/"
;InformationRight to DescriptorSet (as description);PATH;;;"Information_right
/description_AS_DescriptorSet(Information_right)/"
;InformationRight to LocalizedString (as description);PATH;;;"Information_right
/description_AS_LocalizedString(Information_right)/"
;InformationRight to TranslatedStringSet (as description);PATH;;;"Information_right
/description_AS_TranslatedStringSet(Information_right)/"
;InformationRight to Identifier (as id);PATH;;;"Information_right
/id_AS_Identifier(Information_right)/"
;InformationRight to IdentifierSet (as id);PATH;;;"Information_right
id_AS_IdentifierSet(Information_right)"
;InformationRight to IdentifierString (as id);Information_right.id;ISO 10303-442;;
;InformationRight to CharacterString (as name);Information_right.name;ISO 10303-442;;
;InformationRight to Descriptor (as name);PATH;;;"Information_right
/name_AS_Descriptor(Information_right)/"
;InformationRight to DescriptorSet (as name);PATH;;;"Information_right
/name_AS_DescriptorSet(Information_right)/"
;InformationRight to LocalizedString (as name);PATH;;;"Information_right
/name_AS_LocalizedString(Information_right)/"
;InformationRight to TranslatedStringSet (as name);PATH;;;"Information_right
/name_AS_TranslatedStringSet(Information_right)/"
;InformationRight to Organization (as owners);NO MAPPING;;;
;InformationRight to PersonInOrganization (as owners);NO MAPPING;;;
;InformationRight to CharacterString (as restriction);Information_right.restriction;ISO 10303-442;;
;InformationRight to LocalizedString (as restriction);PATH;;;"Information_right
string_select = Information_right
string_select <-
Attribute_translation_assignment.considered_instance
Attribute_translation_assignment
{Attribute_translation_assignment.considered_attribute='restriction'}"
;InformationRight to TranslatedStringSet (as restriction);PATH;;;"Information_right
string_select = Information_right
string_select <-
Attribute_translation_assignment[i].considered_instance
Attribute_translation_assignment[i]
{Attribute_translation_assignment[i].considered_attribute='restriction'}"
InformationUsageRight;;Information_usage_right;ISO 10303-442;;
;InformationUsageRight to Classification (as classifiedAs);PATH;;;"Information_usage_right
/classifiedAs_AS_Classification(Information_usage_right)/"
;InformationUsageRight to CharacterString (as description);Information_usage_right.comment;ISO 10303-442;;
;InformationUsageRight to Descriptor (as description);PATH;;;"Information_usage_right
/description_AS_Descriptor(Information_usage_right)/"
;InformationUsageRight to DescriptorSet (as description);PATH;;;"Information_usage_right
/description_AS_DescriptorSet(Information_usage_right)/"
;InformationUsageRight to LocalizedString (as description);PATH;;;"Information_usage_right
/description_AS_LocalizedString(Information_usage_right)/"
;InformationUsageRight to TranslatedStringSet (as description);PATH;;;"Information_usage_right
/description_AS_TranslatedStringSet(Information_usage_right)/"
;InformationUsageRight to InformationRight (as grantsRight);PATH;;;"Information_usage_right
Information_usage_right.grants_right[i] ->
Information_right"
;InformationUsageRight to Identifier (as id);PATH;;;"Information_usage_right
/id_AS_Identifier(Information_usage_right)/"
;InformationUsageRight to IdentifierSet (as id);PATH;;;"Information_usage_right
id_AS_IdentifierSet(Information_usage_right)"
;InformationUsageRight to IdentifierString (as id);Information_usage_right.id;ISO 10303-442;;
;InformationUsageRight to CharacterString (as name);Information_usage_right.name;ISO 10303-442;;
;InformationUsageRight to Descriptor (as name);PATH;;;"Information_usage_right
/name_AS_Descriptor(Information_usage_right)/"
;InformationUsageRight to DescriptorSet (as name);PATH;;;"Information_usage_right
/name_AS_DescriptorSet(Information_usage_right)/"
;InformationUsageRight to LocalizedString (as name);PATH;;;"Information_usage_right
/name_AS_LocalizedString(Information_usage_right)/"
;InformationUsageRight to TranslatedStringSet (as name);PATH;;;"Information_usage_right
/name_AS_TranslatedStringSet(Information_usage_right)/"
;InformationUsageRight to Organization (as owners);PATH;;;"Information_usage_right
organization_or_person_in_organization_item = Information_usage_right
organization_or_person_in_organization_item <- 
Organization_or_person_in_organization_assignment.items[i]
Organization_or_person_in_organization_assignment.assigned_entity ->
organization_or_person_in_organization_select
organization_or_person_in_organization_select = Organization
Organization
{Organization_or_person_in_organization_assignment.role = 'owners'}"
;InformationUsageRight to PersonInOrganization (as owners);PATH;;;"Information_usage_right
organization_or_person_in_organization_item = Information_usage_right
organization_or_person_in_organization_item <- 
Organization_or_person_in_organization_assignment.items[i]
Organization_or_person_in_organization_assignment.assigned_entity ->
organization_or_person_in_organization_select
organization_or_person_in_organization_select =Person_in_organization
Person_in_organization
{Organization_or_person_in_organization_assignment.role = 'owners'}"
InformationUsageRightAssignment;;Applied_information_usage_right;ISO 10303-442;;
;InformationUsageRightAssignment to InformationUsageRight (as assignedRight);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.right_applied -> 
Information_usage_right"
;InformationUsageRightAssignment to Classification (as classifiedAs);PATH;;;"Applied_information_usage_right
/classifiedAs_AS_Classification(Applied_information_usage_right)/"
;InformationUsageRightAssignment to CharacterString (as description);PATH;;;"Applied_information_usage_right
/description_AS_Descriptor(Applied_information_usage_right)/"
;InformationUsageRightAssignment to Descriptor (as description);PATH;;;"Applied_information_usage_right
/description_AS_Descriptor(Applied_information_usage_right)/"
;InformationUsageRightAssignment to DescriptorSet (as description);PATH;;;"Applied_information_usage_right
/description_AS_DescriptorSet(Applied_information_usage_right)/"
;InformationUsageRightAssignment to LocalizedString (as description);PATH;;;"Applied_information_usage_right
/description_AS_LocalizedString(Applied_information_usage_right)/"
;InformationUsageRightAssignment to TranslatedStringSet (as description);PATH;;;"Applied_information_usage_right
/description_AS_TranslatedStringSet(Applied_information_usage_right)/"
;InformationUsageRightAssignment to Identifier (as id);PATH;;;"Applied_information_usage_right
/id_AS_Identifier(Applied_information_usage_right)/"
;InformationUsageRightAssignment to IdentifierSet (as id);PATH;;;"Applied_information_usage_right
/id_AS_IdentifierSet(Applied_information_usage_right)/"
;InformationUsageRightAssignment to IdentifierString (as id);PATH;;;"Applied_information_usage_right
/id_AS_Identifier(Applied_information_usage_right)/"
;InformationUsageRightAssignment to Activity (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item = Activity
Activity"
;InformationUsageRightAssignment to ActivityAssignment (as isAssignedTo);NO MAPPING;;;
;InformationUsageRightAssignment to ActivityMethod (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item = /MAPPING_OF(ActivityMethod)/"
;InformationUsageRightAssignment to AlternativeSolution (as isAssignedTo);NO MAPPING;;;
;InformationUsageRightAssignment to AlternativeSolutionRelationship (as isAssignedTo);NO MAPPING;;;
;InformationUsageRightAssignment to Approval (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item = /MAPPING_OF(Approval)/"
;InformationUsageRightAssignment to AssemblyOccurrenceRelationship (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item = /MAPPING_OF(AssemblyOccurrenceRelationship)/"
;InformationUsageRightAssignment to AssemblyOccurrenceRelationshipSubstitution (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item = /MAPPING_OF(AssemblyOccurrenceRelationshipSubstitution)/"
;InformationUsageRightAssignment to AssemblyViewRelationship (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item = /MAPPING_OF(AssemblyViewRelationship)/"
;InformationUsageRightAssignment to AssemblyViewRelationshipSubstitution (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item =  /MAPPING_OF(AssemblyViewRelationshipSubstitution)/"
;InformationUsageRightAssignment to Breakdown (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item = Product
Product =>
Breakdown"
;InformationUsageRightAssignment to BreakdownElement (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item = Product
Product =>
Breakdown_element"
;InformationUsageRightAssignment to BreakdownElementRealization (as isAssignedTo);NO MAPPING;;;
;InformationUsageRightAssignment to BreakdownElementVersion (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item = Product_version
Product_version =>
Breakdown_element_version"
;InformationUsageRightAssignment to BreakdownElementVersionRelationship (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item = Product_version_relationship
Product_version_relationship"
;InformationUsageRightAssignment to BreakdownElementView (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item = Product_view_definition
ææProduct_view_definition =>
Breakdown_element_definition"
;InformationUsageRightAssignment to BreakdownElementViewRelationship (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item = View_definition_relationship
View_definition_relationship =>
View_definition_usage =>
 Breakdown_element_usage"
;InformationUsageRightAssignment to BreakdownVersion (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item = Product_version
Product_version =>
Breakdown_version"
;InformationUsageRightAssignment to Certification (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item =  Certification
Certification"
;InformationUsageRightAssignment to Class (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item =  Class
Class"
;InformationUsageRightAssignment to ClassString (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item = Class
Class
Class.name"
;InformationUsageRightAssignment to Classification (as isAssignedTo);NO MAPPING;;;
;InformationUsageRightAssignment to Condition (as isAssignedTo);NO MAPPING;;;
;InformationUsageRightAssignment to ConditionalConfiguration (as isAssignedTo);NO MAPPING;;;
;InformationUsageRightAssignment to ConfiguredAssemblyEffectivity (as isAssignedTo);NO MAPPING;;;
;InformationUsageRightAssignment to Contract (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item = Contract
Contract"
;InformationUsageRightAssignment to DeltaChange (as isAssignedTo);NO MAPPING;;;
;InformationUsageRightAssignment to Descriptor (as isAssignedTo);NO MAPPING;;;
;InformationUsageRightAssignment to DescriptorRelationship (as isAssignedTo);NO MAPPING;;;
;InformationUsageRightAssignment to DigitalFile (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item = Digital_file
Digital_file"
;InformationUsageRightAssignment to Document (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item = Document
Document"
;InformationUsageRightAssignment to DocumentDefinition (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item = Document_definition
Document_definition"
;InformationUsageRightAssignment to DocumentDefinitionRelationship (as isAssignedTo);NO MAPPING;;;
;InformationUsageRightAssignment to DocumentVersion (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item = Document_version
Document_version"
;InformationUsageRightAssignment to ExternalClass (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item = /MAPPING_OF(ExternalClass)/"
;InformationUsageRightAssignment to ExternalClassSystem (as isAssignedTo);NO MAPPING;;;
;InformationUsageRightAssignment to ExternalItem (as isAssignedTo);;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item = External_item_identification"
;InformationUsageRightAssignment to ExternalOwlClass (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item = /MAPPING_OF(ExternalOwlClass)/"
;InformationUsageRightAssignment to ExternalPropertyDefinition (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item = /MAPPING_OF(ExternalPropertyDefinition)/"
;InformationUsageRightAssignment to File (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item = /MAPPING_OF(File)/"
;InformationUsageRightAssignment to FileRelationship (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item = /MAPPING_OF(FileRelationship)/"
;InformationUsageRightAssignment to GeometricModel (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item = /MAPPING_OF(GeometricModel)/"
;InformationUsageRightAssignment to Identifier (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item = Identification_assignment
Identification_assignment"
;InformationUsageRightAssignment to IdentifierRelationship (as isAssignedTo);NO MAPPING;;;
;InformationUsageRightAssignment to IdentifierSet (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item = Identification_assignment
Identification_assignment[i]"
;InformationUsageRightAssignment to IdentifierString (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item = Identification_assignment
Identification_assignment
Identification_assignment.identifier"
;InformationUsageRightAssignment to IndividualAssemblyRelationship (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item =  Assembly_component_relationship
Assembly_component_relationship =>
Product_as_individual_assembly"
;InformationUsageRightAssignment to IndividualPart (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item =  Product_as_individual
Product_as_individual"
;InformationUsageRightAssignment to IndividualPartTestResult (as isAssignedTo);NO MAPPING;;;
;InformationUsageRightAssignment to IndividualPartVersion (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item =  Product_as_individual_version
Product_as_individual_version"
;InformationUsageRightAssignment to IndividualPartView (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item =  Product_view_definition
Product_view_definition =>
Product_as_individual_view"
;InformationUsageRightAssignment to InformationRight (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item =  Information_right
Information_right"
;InformationUsageRightAssignment to InformationUsageRight (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item =  Information_usage_right
Information_usage_right"
;InformationUsageRightAssignment to InformationUsageRightRelationship (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item =  Information_usage_right_relationship
Information_usage_right_relationship"
;InformationUsageRightAssignment to MaterialIdentification (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item = /MAPPING_OF(MaterialIdentification)/"
;InformationUsageRightAssignment to Occurrence (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item = /MAPPING_OF(Occurrence)/"
;InformationUsageRightAssignment to OccurrenceRelationship (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item = /MAPPING_OF(Occurrence)/"
;InformationUsageRightAssignment to Organization (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item = /MAPPING_OF(Organization)/"
;InformationUsageRightAssignment to OrganizationRelationship (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item = /MAPPING_OF(OrganizationRelationship)/"
;InformationUsageRightAssignment to Part (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item = /MAPPING_OF(Part)/"
;InformationUsageRightAssignment to PartRelationship (as isAssignedTo);NO MAPPING;;;
;InformationUsageRightAssignment to PartVersion (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item = /MAPPING_OF(PartVersion)/"
;InformationUsageRightAssignment to PartVersionRelationship (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item = /MAPPING_OF(PartVersionRelationship)/"
;InformationUsageRightAssignment to PartView (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item = /MAPPING_OF(PartView)/"
;InformationUsageRightAssignment to PartViewRelationship (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item = /MAPPING_OF(PartViewRelationship)/"
;InformationUsageRightAssignment to Person (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item = /MAPPING_OF(Person)/"
;InformationUsageRightAssignment to PersonInOrganization (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item = /MAPPING_OF(PersonInOrganization)/"
;InformationUsageRightAssignment to PersonInOrganizationRelationship (as isAssignedTo);NO MAPPING;;;
;InformationUsageRightAssignment to ProcessOperationDefinition (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item = /MAPPING_OF(ProcessOperationDefinition)/"
;InformationUsageRightAssignment to ProcessOperationOccurrence (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item = /MAPPING_OF(ProcessOperationOccurrence)/"
;InformationUsageRightAssignment to ProcessOperationResourceAssignment (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item = /MAPPING_OF(ProcessOperationResourceAssignment)/"
;InformationUsageRightAssignment to ProcessPlan (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item = /MAPPING_OF(ProcessPlan)/"
;InformationUsageRightAssignment to ProductClass (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item = /MAPPING_OF(ProductClass)/"
;InformationUsageRightAssignment to ProductConfiguration (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item = /MAPPING_OF(ProductConfiguration)/"
;InformationUsageRightAssignment to Project (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item = /MAPPING_OF(Project)/"
;InformationUsageRightAssignment to PropertyDefinition (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item = /MAPPING_OF(PropertyDefinition)/"
;InformationUsageRightAssignment to PropertyDefinitionAssignment (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item = /MAPPING_OF(PropertyDefinitionAssignment)/"
;InformationUsageRightAssignment to PropertyDefinitionString (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item = /MAPPING_OF(PropertyDefinitionString)/"
;InformationUsageRightAssignment to PropertyValue (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item = /MAPPING_OF(PropertyValue)/"
;InformationUsageRightAssignment to PropertyValueAssignment (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item = /MAPPING_OF(PropertyValueAssignment)/"
;InformationUsageRightAssignment to Proxy (as isAssignedTo);NO MAPPING;;;
;InformationUsageRightAssignment to Requirement (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item =  Requirement
Requirement"
;InformationUsageRightAssignment to RequirementAssignment (as isAssignedTo);NO MAPPING;;;
;InformationUsageRightAssignment to RequirementVersion (as isAssignedTo);PATH;;;"Applied_information_usage_right
Applied_information_usage_right.item[i] -> 
information_usage_right_item
information_usage_right_item =  Requirement_version
Requirement_version"
