BO;Attribute;ARM Element;Source;Rules;Reference path
;DeltaChange to ShapeElementRelationship (as describedChange);"NO MAPPING";;;"change.described_change ->
change_relationship_select = shape_element_relationship"
;DeltaChange to CharacterString (as description);Change.description;;;
;DeltaChange to Descriptor (as description);"NO MAPPING";;;
;DeltaChange to DescriptorSet (as description);"NO MAPPING";;;
;DeltaChange to LocalizedString (as description);"NO MAPPING";;;
;DeltaChange to TranslatedStringSet (as description);"NO MAPPING";;;
;DeltaChange to Identifier (as id);"NO MAPPING";;;
;DeltaChange to IdentifierSet (as id);"NO MAPPING";;;
;DeltaChange to IdentifierString (as id);Change.id;;;
;DeltaChange to CharacterString (as name);Change.name;;;
;DeltaChange to Descriptor (as name);"NO MAPPING";;;
;DeltaChange to DescriptorSet (as name);"NO MAPPING";;;
;DeltaChange to LocalizedString (as name);"NO MAPPING";;;
;DeltaChange to TranslatedStringSet (as name);"NO MAPPING";;;
DeltaChangeActivity;;Change_element;;;
;DeltaChangeActivity to CharacterString (as attributeName);Change_element.attribute_name;;;
;changeLocationInAggregateAttribute;Change_element.change_location_in_aggregate_attribute;;;
FrozenAssignment;;Frozen_assignment;;;
;FrozenAssignment to DeltaChangeManagementObjectSelect (as frozenObject);"NO MAPPING";;;"Frozen_assignment.frozen_item ->
(change_management_object=activity)
(change_management_object=activity_relationship)
(change_management_object=alternate_product_relationship)
(change_management_object=assembly_bond_definition)
(change_management_object=assembly_component_placement_link)
(change_management_object=certification)
(change_management_object=composite_curve_segment)
(change_management_object=identification_assignment)
(change_management_object=product_occurrence_definition_relationship)
(change_management_object=representation)
(change_management_object=representation_context)
(change_management_object=representation_item)"
ModifyElement;;Modify_element;;;
;ModifyElement to DeltaChangeManagementObjectSelect (as currentDesignObject);"NO MAPPING";;;"Modify_element.current_design_object ->
(change_management_object=activity)
(change_management_object=activity_relationship)
(change_management_object=alternate_product_relationship)
(change_management_object=assembly_bond_definition)
(change_management_object=assembly_component_placement_link)
(change_management_object=certification)
(change_management_object=composite_curve_segment)
(change_management_object=identification_assignment)
(change_management_object=product_occurrence_definition_relationship)
(change_management_object=representation)
(change_management_object=representation_context)
(change_management_object=representation_item)"
ModifySingleElement;;Modify_single_element;;;
;ModifySingleElement to DeltaChangeManagementObjectSelect (as currentDesignObject);"NO MAPPING";;;"Modify_single_element.current_design_object ->
(change_management_object=activity)
(change_management_object=activity_relationship)
(change_management_object=alternate_product_relationship)
(change_management_object=assembly_bond_definition)
(change_management_object=assembly_component_placement_link)
(change_management_object=certification)
(change_management_object=composite_curve_segment)
(change_management_object=identification_assignment)
(change_management_object=product_occurrence_definition_relationship)
(change_management_object=representation)
(change_management_object=representation_context)
(change_management_object=representation_item)"
;ModifySingleElement to DeltaChangeManagementObjectSelect (as previousDesignObject);"NO MAPPING";;;"Modify_element.previous_design_object ->
(change_management_object=activity)
(change_management_object=activity_relationship)
(change_management_object=alternate_product_relationship)
(change_management_object=assembly_bond_definition)
(change_management_object=assembly_component_placement_link)
(change_management_object=certification)
(change_management_object=composite_curve_segment)
(change_management_object=identification_assignment)
(change_management_object=product_occurrence_definition_relationship)
(change_management_object=representation)
(change_management_object=representation_context)
(change_management_object=representation_item)"
