"BO";"Attribute";"ARM Element";"Source";"Rules";"Reference path"
;"AssignmentObjectRelationship to Identifier (as id)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to IdentifierSet (as id)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to IdentifierString (as id)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to ActivityAssignment (as related)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to ActivityMethodAssignment (as related)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to AddressAssignment (as related)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to ApprovalAssignment (as related)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to BreakdownVersionAssignment (as related)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to CertificationAssignment (as related)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to ConditionAssignment (as related)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to ContractAssignment (as related)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to DateAndPersonAssignment (as related)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to DateTimeAssignment (as related)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to DocumentAssignment (as related)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to EffectivityAssignment (as related)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to EventAssignment (as related)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to FrozenAssignment (as related)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to InformationUsageRightAssignment (as related)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to MaterialPropertyAssignment (as related)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to ModelPropertyAssignment (as related)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to OrganizationOrPersonInOrganizationAssignment (as related)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to ProcessOperationResourceAssignment (as related)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to ProjectAssignment (as related)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to PropertyDefinitionAssignment (as related)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to PropertyValueAssignment (as related)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to RequirementAssignment (as related)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to SecurityClassificationAssignment (as related)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to SpecificationAssignment (as related)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to SpecificationCategoryAssignment (as related)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to SpecificationConditionAssignment (as related)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to SpecificationInclusionAssignment (as related)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to TimeIntervalAssignment (as related)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to WorkOrderAssignment (as related)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to WorkRequestAssignment (as related)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to ActivityAssignment (as relating)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to ActivityMethodAssignment (as relating)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to AddressAssignment (as relating)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to ApprovalAssignment (as relating)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to BreakdownVersionAssignment (as relating)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to CertificationAssignment (as relating)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to ConditionAssignment (as relating)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to ContractAssignment (as relating)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to DateAndPersonAssignment (as relating)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to DateTimeAssignment (as relating)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to DocumentAssignment (as relating)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to EffectivityAssignment (as relating)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to EventAssignment (as relating)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to FrozenAssignment (as relating)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to InformationUsageRightAssignment (as relating)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to MaterialPropertyAssignment (as relating)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to ModelPropertyAssignment (as relating)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to OrganizationOrPersonInOrganizationAssignment (as relating)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to ProcessOperationResourceAssignment (as relating)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to ProjectAssignment (as relating)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to PropertyDefinitionAssignment (as relating)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to PropertyValueAssignment (as relating)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to RequirementAssignment (as relating)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to SecurityClassificationAssignment (as relating)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to SpecificationAssignment (as relating)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to SpecificationCategoryAssignment (as relating)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to SpecificationConditionAssignment (as relating)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to SpecificationInclusionAssignment (as relating)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to TimeIntervalAssignment (as relating)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to WorkOrderAssignment (as relating)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to WorkRequestAssignment (as relating)";"NO MAPPING PROVIDED";;;
;"AssignmentObjectRelationship to Classification (as relationType)";"NO MAPPING PROVIDED";;;
"Organization";;"NO MAPPING PROVIDED";;;
;"Organization to Classification (as classifiedAs)";"NO MAPPING PROVIDED";;;
;"Organization to CharacterString (as description)";"NO MAPPING PROVIDED";;;
;"Organization to Descriptor (as description)";"NO MAPPING PROVIDED";;;
;"Organization to DescriptorSet (as description)";"NO MAPPING PROVIDED";;;
;"Organization to LocalizedString (as description)";"NO MAPPING PROVIDED";;;
;"Organization to TranslatedStringSet (as description)";"NO MAPPING PROVIDED";;;
;"Organization to Identifier (as id)";"NO MAPPING PROVIDED";;;
;"Organization to IdentifierSet (as id)";"NO MAPPING PROVIDED";;;
;"Organization to IdentifierString (as id)";"NO MAPPING PROVIDED";;;
;"Organization to CharacterString (as name)";"NO MAPPING PROVIDED";;;
;"Organization to Descriptor (as name)";"NO MAPPING PROVIDED";;;
;"Organization to DescriptorSet (as name)";"NO MAPPING PROVIDED";;;
;"Organization to LocalizedString (as name)";"NO MAPPING PROVIDED";;;
;"Organization to TranslatedStringSet (as name)";"NO MAPPING PROVIDED";;;
;"Organization to Class (as organizationTypes)";"NO MAPPING PROVIDED";;;
;"Organization to ClassString (as organizationTypes)";"NO MAPPING PROVIDED";;;
;"Organization to ExternalClass (as organizationTypes)";"NO MAPPING PROVIDED";;;
;"Organization to ExternalOwlClass (as organizationTypes)";"NO MAPPING PROVIDED";;;
"OrganizationOrPersonInOrganizationAssignment";;"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to Organization (as assignedPersonOrOrganization)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to PersonInOrganization (as assignedPersonOrOrganization)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to Activity (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to ActivityAssignment (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to ActivityMethod (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to ActivityMethodAssignment (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to ActivityMethodRelationship (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to ActivityRelationship (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to AddressAssignment (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to AlternativeSolution (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to AlternativeSolutionRelationship (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to Approval (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to ApprovalAssignment (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to ApprovalRelationship (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to ApprovingPersonOrganization (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to AssemblyOccurrenceRelationshipSubstitution (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to AssemblyViewRelationshipSubstitution (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to Breakdown (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to BreakdownElement (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to BreakdownElementRealization (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to BreakdownElementVersion (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to BreakdownElementVersionRelationship (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to BreakdownElementView (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to BreakdownElementViewRelationship (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to BreakdownVersion (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to BreakdownVersionAssignment (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to BreakdownVersionRelationship (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to Certification (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to CertificationAssignment (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to Class (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to ClassString (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to Classification (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to Condition (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to ConditionAssignment (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to ConditionalConfiguration (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to ConfiguredAssemblyEffectivity (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to Contract (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to ContractAssignment (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to DateAndPersonAssignment (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to DateTimeAssignment (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to Descriptor (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to DescriptorRelationship (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to Document (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to DocumentAssignment (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to DocumentDefinition (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to DocumentDefinitionRelationship (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to DocumentVersion (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to DocumentVersionRelationship (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to Effectivity (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to EffectivityAssignment (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to Event (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to EventAssignment (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to ExternalClass (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to ExternalClassSystem (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to ExternalOwlClass (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to ExternalPropertyDefinition (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to File (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to FrozenAssignment (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to GeometricRepresentation (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to Identifier (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to IdentifierRelationship (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to IdentifierSet (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to IdentifierString (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to IndividualAssemblyRelationship (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to IndividualPartTestResult (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to IndividualPartVersion (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to IndividualPartVersionRelationship (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to IndividualPartView (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to IndividualPartViewRelationship (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to InformationUsageRight (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to InformationUsageRightAssignment (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to MaterialIdentification (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to MaterialPropertyAssignment (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to ModelPropertyAssignment (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to Occurrence (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to OccurrenceRelationship (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to Organization (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to OrganizationOrPersonInOrganizationAssignment (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to OrganizationRelationship (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to Part (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to PartRelationship (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to PartToIndividualPartAssociation (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to PartVersion (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to PartVersionRelationship (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to PartVersionToIndividualPartVersionAssociation (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to PartView (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to PartViewRelationship (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to PartViewToIndividualPartViewAssociation (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to Person (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to PersonInOrganization (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to PersonInOrganizationRelationship (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to ProcessOperationDefinition (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to ProcessOperationOccurrence (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to ProcessOperationResourceAssignment (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to ProcessPlan (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to ProductConcept (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to ProductConfiguration (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to Project (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to ProjectAssignment (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to PropertyDefinition (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to PropertyDefinitionAssignment (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to PropertyDefinitionRelationship (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to PropertyDefinitionString (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to PropertyValue (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to PropertyValueAssignment (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to PropertyValueRelationship (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to Proxy (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to RequirementAssignment (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to RequirementSource (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to RequirementVersion (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to RequirementVersionRelationship (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to RequirementView (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to RequirementViewRelationship (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to SecurityClassification (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to SecurityClassificationAssignment (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to SetMembership (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to Specification (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to SpecificationAssignment (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to SpecificationCategory (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to SpecificationCategoryAssignment (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to SpecificationConditionAssignment (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to SpecificationInclusion (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to SpecificationInclusionAssignment (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to StyledModel (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to SubsetMember (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to TimeIntervalAssignment (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to ViewOccurrenceRelationship (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to WorkOrder (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to WorkOrderAssignment (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to WorkRequest (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to WorkRequestAssignment (as assignedTo)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to Classification (as classifiedAs)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to CharacterString (as description)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to Descriptor (as description)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to DescriptorSet (as description)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to LocalizedString (as description)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to TranslatedStringSet (as description)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to Identifier (as id)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to IdentifierSet (as id)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to IdentifierString (as id)";"NO MAPPING PROVIDED";;;
;"OrganizationOrPersonInOrganizationAssignment to Class (as role)";"NO MAPPING PROVIDED";;;
