"BO";"Attribute";"ARM Element";"Source";"Rules";"Reference path"
"";"AssignmentObjectRelationship to PropertyValueAssignment (as relating)";"";"";"";""
"";"AssignmentObjectRelationship to RequirementAssignment (as relating)";"";"";"";""
"";"AssignmentObjectRelationship to SecurityClassificationAssignment (as relating)";"";"";"";""
"";"AssignmentObjectRelationship to SpecificationAssignment (as relating)";"";"";"";""
"";"AssignmentObjectRelationship to SpecificationCategoryAssignment (as relating)";"";"";"";""
"";"AssignmentObjectRelationship to SpecificationConditionAssignment (as relating)";"";"";"";""
"";"AssignmentObjectRelationship to SpecificationInclusionAssignment (as relating)";"";"";"";""
"";"AssignmentObjectRelationship to TimeIntervalAssignment (as relating)";"";"";"";""
"";"AssignmentObjectRelationship to WorkOrderAssignment (as relating)";"";"";"";""
"";"AssignmentObjectRelationship to WorkRequestAssignment (as relating)";"";"";"";""
"";"AssignmentObjectRelationship to Classification (as relationType)";"";"";"";""
"Organization";"";"";"";"";""
"";"Organization to Classification (as classifiedAs)";"";"";"";""
"";"Organization to CharacterString (as description)";"";"";"";""
"";"Organization to Descriptor (as description)";"";"";"";""
"";"Organization to DescriptorSet (as description)";"";"";"";""
"";"Organization to LocalizedString (as description)";"";"";"";""
"";"Organization to TranslatedStringSet (as description)";"";"";"";""
"";"Organization to Identifier (as id)";"";"";"";""
"";"Organization to IdentifierSet (as id)";"";"";"";""
"";"Organization to IdentifierString (as id)";"";"";"";""
"";"Organization to CharacterString (as name)";"";"";"";""
"";"Organization to Descriptor (as name)";"";"";"";""
"";"Organization to DescriptorSet (as name)";"";"";"";""
"";"Organization to LocalizedString (as name)";"";"";"";""
"";"Organization to TranslatedStringSet (as name)";"";"";"";""
"";"Organization to Class (as organizationTypes)";"";"";"";""
"";"Organization to ClassString (as organizationTypes)";"";"";"";""
"";"Organization to ExternalClass (as organizationTypes)";"";"";"";""
"";"Organization to ExternalOwlClass (as organizationTypes)";"";"";"";""
"OrganizationOrPersonInOrganizationAssignment";"";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to Organization (as assignedPersonOrOrganization)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to PersonInOrganization (as assignedPersonOrOrganization)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to Activity (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to ActivityAssignment (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to ActivityMethod (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to ActivityMethodAssignment (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to ActivityMethodRelationship (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to ActivityRelationship (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to AddressAssignment (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to AlternativeSolution (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to AlternativeSolutionRelationship (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to Approval (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to ApprovalAssignment (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to ApprovalRelationship (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to ApprovingPersonOrganization (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to AssemblyOccurrenceRelationshipSubstitution (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to AssemblyViewRelationshipSubstitution (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to Breakdown (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to BreakdownElement (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to BreakdownElementRealization (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to BreakdownElementVersion (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to BreakdownElementVersionRelationship (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to BreakdownElementView (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to BreakdownElementViewRelationship (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to BreakdownVersion (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to BreakdownVersionAssignment (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to BreakdownVersionRelationship (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to Certification (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to CertificationAssignment (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to Class (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to ClassString (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to Classification (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to Condition (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to ConditionAssignment (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to ConditionalConfiguration (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to ConfiguredAssemblyEffectivity (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to Contract (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to ContractAssignment (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to DateAndPersonAssignment (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to DateTimeAssignment (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to Descriptor (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to DescriptorRelationship (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to Document (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to DocumentAssignment (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to DocumentDefinition (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to DocumentDefinitionRelationship (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to DocumentVersion (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to DocumentVersionRelationship (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to Effectivity (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to EffectivityAssignment (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to Event (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to EventAssignment (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to ExternalClass (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to ExternalClassSystem (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to ExternalOwlClass (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to ExternalPropertyDefinition (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to File (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to FrozenAssignment (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to GeometricRepresentation (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to Identifier (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to IdentifierRelationship (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to IdentifierSet (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to IdentifierString (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to IndividualAssemblyRelationship (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to IndividualPartTestResult (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to IndividualPartVersion (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to IndividualPartVersionRelationship (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to IndividualPartView (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to IndividualPartViewRelationship (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to InformationUsageRight (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to InformationUsageRightAssignment (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to Material (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to MaterialAssignment (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to MaterialPropertyAssignment (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to ModelPropertyAssignment (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to Occurrence (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to OccurrenceRelationship (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to Organization (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to OrganizationOrPersonInOrganizationAssignment (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to OrganizationRelationship (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to Part (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to PartRelationship (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to PartToIndividualPartAssociation (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to PartVersion (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to PartVersionRelationship (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to PartVersionToIndividualPartVersionAssociation (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to PartView (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to PartViewRelationship (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to PartViewToIndividualPartViewAssociation (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to Person (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to PersonInOrganization (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to PersonInOrganizationRelationship (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to ProcessOperationDefinition (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to ProcessOperationOccurrence (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to ProcessOperationResourceAssignment (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to ProcessPlan (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to ProductConcept (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to ProductConfiguration (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to Project (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to ProjectAssignment (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to PropertyDefinition (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to PropertyDefinitionAssignment (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to PropertyDefinitionRelationship (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to PropertyDefinitionString (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to PropertyValue (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to PropertyValueAssignment (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to PropertyValueRelationship (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to Proxy (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to RequirementAssignment (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to RequirementSource (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to RequirementVersion (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to RequirementVersionRelationship (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to RequirementView (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to RequirementViewRelationship (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to SecurityClassification (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to SecurityClassificationAssignment (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to SetMembership (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to Specification (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to SpecificationAssignment (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to SpecificationCategory (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to SpecificationCategoryAssignment (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to SpecificationConditionAssignment (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to SpecificationInclusion (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to SpecificationInclusionAssignment (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to StyledModel (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to SubsetMember (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to TimeIntervalAssignment (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to ViewOccurrenceRelationship (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to WorkOrder (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to WorkOrderAssignment (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to WorkRequest (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to WorkRequestAssignment (as assignedTo)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to Classification (as classifiedAs)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to CharacterString (as description)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to Descriptor (as description)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to DescriptorSet (as description)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to LocalizedString (as description)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to TranslatedStringSet (as description)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to Identifier (as id)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to IdentifierSet (as id)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to IdentifierString (as id)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to Class (as role)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to ClassString (as role)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to ExternalClass (as role)";"";"";"";""
"";"OrganizationOrPersonInOrganizationAssignment to ExternalOwlClass (as role)";"";"";"";""
"OrganizationRelationship";"";"";"";"";""
"";"OrganizationRelationship to Classification (as classifiedAs)";"";"";"";""
"";"OrganizationRelationship to CharacterString (as description)";"";"";"";""
"";"OrganizationRelationship to Descriptor (as description)";"";"";"";""
"";"OrganizationRelationship to DescriptorSet (as description)";"";"";"";""
"";"OrganizationRelationship to LocalizedString (as description)";"";"";"";""
"";"OrganizationRelationship to TranslatedStringSet (as description)";"";"";"";""
"";"OrganizationRelationship to Identifier (as id)";"";"";"";""
"";"OrganizationRelationship to IdentifierSet (as id)";"";"";"";""
"";"OrganizationRelationship to IdentifierString (as id)";"";"";"";""
"";"OrganizationRelationship to Organization (as related)";"";"";"";""
"";"OrganizationRelationship to Organization (as relating)";"";"";"";""
"";"OrganizationRelationship to Class (as relationType)";"";"";"";""
"";"OrganizationRelationship to ClassString (as relationType)";"";"";"";""
"";"OrganizationRelationship to ExternalClass (as relationType)";"";"";"";""
"";"OrganizationRelationship to ExternalOwlClass (as relationType)";"";"";"";""
"Person";"";"";"";"";""
"";"Person to Classification (as classifiedAs)";"";"";"";""
"";"Person to CharacterString (as description)";"";"";"";""
"";"Person to Descriptor (as description)";"";"";"";""
"";"Person to DescriptorSet (as description)";"";"";"";""
"";"Person to LocalizedString (as description)";"";"";"";""
"";"Person to TranslatedStringSet (as description)";"";"";"";""
"";"firstName";"";"";"";""
"";"Person to Identifier (as id)";"";"";"";""
"";"Person to IdentifierSet (as id)";"";"";"";""
"";"Person to IdentifierString (as id)";"";"";"";""
"";"lastName";"";"";"";""
"";"middleNames";"";"";"";""
"";"prefixTitles";"";"";"";""
"";"Person to ExternalItem (as sameAs)";"";"";"";""
"";"Person to ExternalOwlObject (as sameAs)";"";"";"";""
"";"Person to Proxy (as sameAs)";"";"";"";""
"";"Person to ProxyString (as sameAs)";"";"";"";""
"";"suffixTitles";"";"";"";""
"PersonInOrganization";"";"";"";"";""
"";"PersonInOrganization to Organization (as associatedOrganization)";"";"";"";""
"";"PersonInOrganization to Person (as associatedPerson)";"";"";"";""
"";"PersonInOrganization to Classification (as classifiedAs)";"";"";"";""
"";"PersonInOrganization to CharacterString (as description)";"";"";"";""
"";"PersonInOrganization to Descriptor (as description)";"";"";"";""
"";"PersonInOrganization to DescriptorSet (as description)";"";"";"";""
"";"PersonInOrganization to LocalizedString (as description)";"";"";"";""
"";"PersonInOrganization to TranslatedStringSet (as description)";"";"";"";""
"";"PersonInOrganization to Identifier (as id)";"";"";"";""
"";"PersonInOrganization to IdentifierSet (as id)";"";"";"";""
"";"PersonInOrganization to IdentifierString (as id)";"";"";"";""
"";"PersonInOrganization to Class (as personRole)";"";"";"";""
"";"PersonInOrganization to ClassString (as personRole)";"";"";"";""
"";"PersonInOrganization to ExternalClass (as personRole)";"";"";"";""
"";"PersonInOrganization to ExternalOwlClass (as personRole)";"";"";"";""
"";"PersonInOrganization to ExternalItem (as sameAs)";"";"";"";""
"";"PersonInOrganization to ExternalOwlObject (as sameAs)";"";"";"";""
"";"PersonInOrganization to Proxy (as sameAs)";"";"";"";""
"";"PersonInOrganization to ProxyString (as sameAs)";"";"";"";""
"PersonInOrganizationRelationship";"";"";"";"";""
"";"PersonInOrganizationRelationship to Classification (as classifiedAs)";"";"";"";""
"";"PersonInOrganizationRelationship to CharacterString (as description)";"";"";"";""
"";"PersonInOrganizationRelationship to Descriptor (as description)";"";"";"";""
"";"PersonInOrganizationRelationship to DescriptorSet (as description)";"";"";"";""
"";"PersonInOrganizationRelationship to LocalizedString (as description)";"";"";"";""
"";"PersonInOrganizationRelationship to TranslatedStringSet (as description)";"";"";"";""
"";"PersonInOrganizationRelationship to Identifier (as id)";"";"";"";""
"";"PersonInOrganizationRelationship to IdentifierSet (as id)";"";"";"";""
"";"PersonInOrganizationRelationship to IdentifierString (as id)";"";"";"";""
"";"PersonInOrganizationRelationship to PersonInOrganization (as related)";"";"";"";""
"";"PersonInOrganizationRelationship to PersonInOrganization (as relating)";"";"";"";""
"";"PersonInOrganizationRelationship to Class (as relationType)";"";"";"";""
"";"PersonInOrganizationRelationship to ClassString (as relationType)";"";"";"";""
"";"PersonInOrganizationRelationship to ExternalClass (as relationType)";"";"";"";""
"";"PersonInOrganizationRelationship to ExternalOwlClass (as relationType)";"";"";"";""
"SuppliedObjectRelationship";"";"";"";"";""
"";"SuppliedObjectRelationship to Classification (as classifiedAs)";"";"";"";""
"";"SuppliedObjectRelationship to CharacterString (as description)";"";"";"";""
"";"SuppliedObjectRelationship to Descriptor (as description)";"";"";"";""
"";"SuppliedObjectRelationship to DescriptorSet (as description)";"";"";"";""
