"BO";"Attribute";"ARM Element";"Source";"Rules";"Reference path"
"Approval";"";"";"";"";""
"";"Approval to Activity (as approvalScope)";"";"";"";""
"";"Approval to Contract (as approvalScope)";"";"";"";""
"";"Approval to Organization (as approvalScope)";"";"";"";""
"";"Approval to PersonInOrganization (as approvalScope)";"";"";"";""
"";"Approval to ProductClass (as approvalScope)";"";"";"";""
"";"Approval to ProductConfiguration (as approvalScope)";"";"";"";""
"";"Approval to Project (as approvalScope)";"";"";"";""
"";"Approval to ApprovingPersonOrganization (as approvedBy)";"";"";"";""
"";"Approval to Classification (as classifiedAs)";"";"";"";""
"";"Approval to CharacterString (as description)";"";"";"";""
"";"Approval to Descriptor (as description)";"";"";"";""
"";"Approval to DescriptorSet (as description)";"";"";"";""
"";"Approval to LocalizedString (as description)";"";"";"";""
"";"Approval to TranslatedStringSet (as description)";"";"";"";""
"";"Approval to Identifier (as id)";"";"";"";""
"";"Approval to IdentifierSet (as id)";"";"";"";""
"";"Approval to IdentifierString (as id)";"";"";"";""
"";"Approval to ExternalItem (as sameAs)";"";"";"";""
"";"Approval to ExternalOwlObject (as sameAs)";"";"";"";""
"";"Approval to Proxy (as sameAs)";"";"";"";""
"";"Approval to ProxyString (as sameAs)";"";"";"";""
"";"Approval to Class (as status)";"";"";"";""
"";"Approval to ClassString (as status)";"";"";"";""
"";"Approval to ExternalClass (as status)";"";"";"";""
"";"Approval to ExternalOwlClass (as status)";"";"";"";""
"";"Approval to DateTimeString (as validDate)";"";"";"";""
"ApprovalAssignment";"";"";"";"";""
"";"ApprovalAssignment to Approval (as assignedApproval)";"";"";"";""
"";"ApprovalAssignment to Activity (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to ActivityAssignment (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to ActivityMethod (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to ActivityMethodAssignment (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to ActivityMethodRelationship (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to AddressAssignment (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to AlternatePartRelationship (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to AlternativeSolution (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to ApprovalAssignment (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to AssemblyOccurrenceRelationshipSubstitution (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to AssemblyViewRelationshipSubstitution (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to Breakdown (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to BreakdownElement (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to BreakdownElementRealization (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to BreakdownElementVersion (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to BreakdownElementVersionRelationship (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to BreakdownElementView (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to BreakdownElementViewRelationship (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to BreakdownVersion (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to BreakdownVersionAssignment (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to BreakdownVersionRelationship (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to Certification (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to CertificationAssignment (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to Class (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to ClassString (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to Classification (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to Condition (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to ConditionAssignment (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to ConditionalConfiguration (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to ConfiguredAssemblyEffectivity (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to Contract (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to ContractAssignment (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to DateAndPersonAssignment (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to DateTimeAssignment (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to Descriptor (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to DescriptorRelationship (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to Document (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to DocumentAssignment (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to DocumentDefinition (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to DocumentDefinitionRelationship (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to DocumentVersion (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to DocumentVersionRelationship (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to Effectivity (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to EffectivityAssignment (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to EventAssignment (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to ExternalClass (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to ExternalClassSystem (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to ExternalOwlClass (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to ExternalPropertyDefinition (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to File (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to FrozenAssignment (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to GeometricRepresentation (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to Identifier (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to IdentifierRelationship (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to InZone (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to IndividualAssemblyRelationship (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to IndividualPart (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to IndividualPartTestResult (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to IndividualPartVersion (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to IndividualPartVersionRelationship (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to IndividualPartView (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to IndividualPartViewRelationship (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to InformationUsageRight (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to InformationUsageRightAssignment (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to Material (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to MaterialAssignment (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to MaterialPropertyAssignment (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to ModelPropertyAssignment (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to Occurrence (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to OccurrenceRelationship (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to OrganizationOrPersonInOrganizationAssignment (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to Part (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to PartRelationship (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to PartVersion (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to PartVersionRelationship (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to PartView (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to PartViewRelationship (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to PersonInOrganization (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to ProcessOperationResourceAssignment (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to ProcessPlan (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to ProductClass (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to ProductConfiguration (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to Project (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to ProjectAssignment (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to PropertyDefinition (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to PropertyDefinitionAssignment (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to PropertyDefinitionRelationship (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to PropertyDefinitionString (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to PropertyValue (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to PropertyValueAssignment (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to PropertyValueRelationship (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to Proxy (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to Requirement (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to RequirementAssignment (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to RequirementSource (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to RequirementVersion (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to RequirementVersionRelationship (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to RequirementView (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to RequirementViewRelationship (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to SecurityClassification (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to SecurityClassificationAssignment (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to Specification (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to SpecificationAssignment (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to SpecificationCategory (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to SpecificationCategoryAssignment (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to SpecificationConditionAssignment (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to SpecificationInclusion (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to SpecificationInclusionAssignment (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to StyledModel (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to TimeIntervalAssignment (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to ViewContext (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to ViewOccurrenceRelationship (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to WorkOrder (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to WorkOrderAssignment (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to WorkRequest (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to WorkRequestAssignment (as assignedTo)";"";"";"";""
"";"ApprovalAssignment to Classification (as classifiedAs)";"";"";"";""
"";"ApprovalAssignment to CharacterString (as description)";"";"";"";""
"";"ApprovalAssignment to Descriptor (as description)";"";"";"";""
"";"ApprovalAssignment to DescriptorSet (as description)";"";"";"";""
"";"ApprovalAssignment to LocalizedString (as description)";"";"";"";""
"";"ApprovalAssignment to TranslatedStringSet (as description)";"";"";"";""
"";"ApprovalAssignment to Identifier (as id)";"";"";"";""
"";"ApprovalAssignment to IdentifierSet (as id)";"";"";"";""
"";"ApprovalAssignment to IdentifierString (as id)";"";"";"";""
"ApprovalRelationship";"";"";"";"";""
"";"ApprovalRelationship to Classification (as classifiedAs)";"";"";"";""
"";"ApprovalRelationship to CharacterString (as description)";"";"";"";""
"";"ApprovalRelationship to Descriptor (as description)";"";"";"";""
"";"ApprovalRelationship to DescriptorSet (as description)";"";"";"";""
"";"ApprovalRelationship to LocalizedString (as description)";"";"";"";""
"";"ApprovalRelationship to TranslatedStringSet (as description)";"";"";"";""
"";"ApprovalRelationship to Identifier (as id)";"";"";"";""
"";"ApprovalRelationship to IdentifierSet (as id)";"";"";"";""
"";"ApprovalRelationship to IdentifierString (as id)";"";"";"";""
"";"ApprovalRelationship to Approval (as related)";"";"";"";""
"";"ApprovalRelationship to Approval (as relating)";"";"";"";""
"";"ApprovalRelationship to Class (as relationType)";"";"";"";""
"";"ApprovalRelationship to ClassString (as relationType)";"";"";"";""
"";"ApprovalRelationship to ExternalClass (as relationType)";"";"";"";""
"";"ApprovalRelationship to ExternalOwlClass (as relationType)";"";"";"";""
"ApprovingPersonOrganization";"";"";"";"";""
"";"ApprovingPersonOrganization to Organization (as approver)";"";"";"";""
"";"ApprovingPersonOrganization to PersonInOrganization (as approver)";"";"";"";""
"";"ApprovingPersonOrganization to Classification (as classifiedAs)";"";"";"";""
"";"ApprovingPersonOrganization to DateTimeString (as dateApproved)";"";"";"";""
"";"ApprovingPersonOrganization to ExternalItem (as sameAs)";"";"";"";""
"";"ApprovingPersonOrganization to ExternalOwlObject (as sameAs)";"";"";"";""
"";"ApprovingPersonOrganization to Proxy (as sameAs)";"";"";"";""
"";"ApprovingPersonOrganization to ProxyString (as sameAs)";"";"";"";""
"Certification";"";"";"";"";""
"";"Certification to Class (as certificationType)";"";"";"";""
"";"Certification to ClassString (as certificationType)";"";"";"";""
"";"Certification to ExternalClass (as certificationType)";"";"";"";""
"";"Certification to ExternalOwlClass (as certificationType)";"";"";"";""
"";"Certification to Classification (as classifiedAs)";"";"";"";""
"";"Certification to CharacterString (as description)";"";"";"";""
"";"Certification to Descriptor (as description)";"";"";"";""
"";"Certification to DescriptorSet (as description)";"";"";"";""
"";"Certification to LocalizedString (as description)";"";"";"";""
"";"Certification to TranslatedStringSet (as description)";"";"";"";""
"";"Certification to Identifier (as id)";"";"";"";""
"";"Certification to IdentifierSet (as id)";"";"";"";""
"";"Certification to IdentifierString (as id)";"";"";"";""
"";"Certification to CharacterString (as name)";"";"";"";""
"";"Certification to Descriptor (as name)";"";"";"";""
"";"Certification to DescriptorSet (as name)";"";"";"";""
"";"Certification to LocalizedString (as name)";"";"";"";""
"";"Certification to TranslatedStringSet (as name)";"";"";"";""
"";"Certification to ExternalItem (as sameAs)";"";"";"";""
"";"Certification to ExternalOwlObject (as sameAs)";"";"";"";""
"";"Certification to Proxy (as sameAs)";"";"";"";""
"";"Certification to ProxyString (as sameAs)";"";"";"";""
"CertificationAssignment";"";"";"";"";""
"";"CertificationAssignment to Certification (as assignedCertification)";"";"";"";""
"";"CertificationAssignment to Activity (as assignedTo)";"";"";"";""
"";"CertificationAssignment to ActivityMethod (as assignedTo)";"";"";"";""
"";"CertificationAssignment to ActivityMethodAssignment (as assignedTo)";"";"";"";""
"";"CertificationAssignment to Breakdown (as assignedTo)";"";"";"";""
"";"CertificationAssignment to BreakdownElement (as assignedTo)";"";"";"";""
"";"CertificationAssignment to BreakdownElementVersion (as assignedTo)";"";"";"";""
"";"CertificationAssignment to BreakdownElementVersionRelationship (as assignedTo)";"";"";"";""
"";"CertificationAssignment to BreakdownElementViewRelationship (as assignedTo)";"";"";"";""
"";"CertificationAssignment to BreakdownVersion (as assignedTo)";"";"";"";""
"";"CertificationAssignment to BreakdownVersionRelationship (as assignedTo)";"";"";"";""
"";"CertificationAssignment to Document (as assignedTo)";"";"";"";""
"";"CertificationAssignment to DocumentDefinitionRelationship (as assignedTo)";"";"";"";""
"";"CertificationAssignment to DocumentVersion (as assignedTo)";"";"";"";""
"";"CertificationAssignment to DocumentVersionRelationship (as assignedTo)";"";"";"";""
"";"CertificationAssignment to IndividualPart (as assignedTo)";"";"";"";""
"";"CertificationAssignment to IndividualPartVersion (as assignedTo)";"";"";"";""
"";"CertificationAssignment to IndividualPartVersionRelationship (as assignedTo)";"";"";"";""
"";"CertificationAssignment to IndividualPartViewRelationship (as assignedTo)";"";"";"";""
"";"CertificationAssignment to Occurrence (as assignedTo)";"";"";"";""
"";"CertificationAssignment to Part (as assignedTo)";"";"";"";""
"";"CertificationAssignment to PartRelationship (as assignedTo)";"";"";"";""
"";"CertificationAssignment to PartVersion (as assignedTo)";"";"";"";""
"";"CertificationAssignment to PartVersionRelationship (as assignedTo)";"";"";"";""
"";"CertificationAssignment to PartViewRelationship (as assignedTo)";"";"";"";""
"";"CertificationAssignment to ProductConfiguration (as assignedTo)";"";"";"";""
