"BO";"Attribute";"ARM Element";"Source";"Rules";"Reference path"
"";"DeleteElement to DateAndPersonAssignment (as previousDesignObject)";"";"";"";""
"";"DeleteElement to DateTimeAssignment (as previousDesignObject)";"";"";"";""
"";"DeleteElement to Document (as previousDesignObject)";"";"";"";""
"";"DeleteElement to DocumentAssignment (as previousDesignObject)";"";"";"";""
"";"DeleteElement to DocumentDefinition (as previousDesignObject)";"";"";"";""
"";"DeleteElement to DocumentDefinitionRelationship (as previousDesignObject)";"";"";"";""
"";"DeleteElement to DocumentVersion (as previousDesignObject)";"";"";"";""
"";"DeleteElement to DocumentVersionRelationship (as previousDesignObject)";"";"";"";""
"";"DeleteElement to Effectivity (as previousDesignObject)";"";"";"";""
"";"DeleteElement to EffectivityAssignment (as previousDesignObject)";"";"";"";""
"";"DeleteElement to Event (as previousDesignObject)";"";"";"";""
"";"DeleteElement to EventAssignment (as previousDesignObject)";"";"";"";""
"";"DeleteElement to ExternalClass (as previousDesignObject)";"";"";"";""
"";"DeleteElement to ExternalOwlClass (as previousDesignObject)";"";"";"";""
"";"DeleteElement to File (as previousDesignObject)";"";"";"";""
"";"DeleteElement to FrozenAssignment (as previousDesignObject)";"";"";"";""
"";"DeleteElement to GeometricModel (as previousDesignObject)";"";"";"";""
"";"DeleteElement to IndividualAssemblyRelationship (as previousDesignObject)";"";"";"";""
"";"DeleteElement to IndividualPart (as previousDesignObject)";"";"";"";""
"";"DeleteElement to IndividualPartVersion (as previousDesignObject)";"";"";"";""
"";"DeleteElement to IndividualPartVersionRelationship (as previousDesignObject)";"";"";"";""
"";"DeleteElement to IndividualPartView (as previousDesignObject)";"";"";"";""
"";"DeleteElement to IndividualPartViewRelationship (as previousDesignObject)";"";"";"";""
"";"DeleteElement to InformationUsageRightAssignment (as previousDesignObject)";"";"";"";""
"";"DeleteElement to MaterialIdentification (as previousDesignObject)";"";"";"";""
"";"DeleteElement to MaterialPropertyAssignment (as previousDesignObject)";"";"";"";""
"";"DeleteElement to ModelPropertyAssignment (as previousDesignObject)";"";"";"";""
"";"DeleteElement to Occurrence (as previousDesignObject)";"";"";"";""
"";"DeleteElement to OccurrenceRelationship (as previousDesignObject)";"";"";"";""
"";"DeleteElement to Organization (as previousDesignObject)";"";"";"";""
"";"DeleteElement to OrganizationOrPersonInOrganizationAssignment (as previousDesignObject)";"";"";"";""
"";"DeleteElement to Part (as previousDesignObject)";"";"";"";""
"";"DeleteElement to PartVersion (as previousDesignObject)";"";"";"";""
"";"DeleteElement to PartVersionRelationship (as previousDesignObject)";"";"";"";""
"";"DeleteElement to PartView (as previousDesignObject)";"";"";"";""
"";"DeleteElement to PartViewRelationship (as previousDesignObject)";"";"";"";""
"";"DeleteElement to Person (as previousDesignObject)";"";"";"";""
"";"DeleteElement to PersonInOrganization (as previousDesignObject)";"";"";"";""
"";"DeleteElement to ProcessOperationDefinition (as previousDesignObject)";"";"";"";""
"";"DeleteElement to ProcessOperationOccurrence (as previousDesignObject)";"";"";"";""
"";"DeleteElement to ProcessOperationResourceAssignment (as previousDesignObject)";"";"";"";""
"";"DeleteElement to ProcessPlan (as previousDesignObject)";"";"";"";""
"";"DeleteElement to ProductClass (as previousDesignObject)";"";"";"";""
"";"DeleteElement to ProductConfiguration (as previousDesignObject)";"";"";"";""
"";"DeleteElement to Project (as previousDesignObject)";"";"";"";""
"";"DeleteElement to ProjectAssignment (as previousDesignObject)";"";"";"";""
"";"DeleteElement to ProjectRelationship (as previousDesignObject)";"";"";"";""
"";"DeleteElement to PropertyDefinitionAssignment (as previousDesignObject)";"";"";"";""
"";"DeleteElement to PropertyDefinitionRelationship (as previousDesignObject)";"";"";"";""
"";"DeleteElement to PropertyValue (as previousDesignObject)";"";"";"";""
"";"DeleteElement to PropertyValueAssignment (as previousDesignObject)";"";"";"";""
"";"DeleteElement to PropertyValueRelationship (as previousDesignObject)";"";"";"";""
"";"DeleteElement to Requirement (as previousDesignObject)";"";"";"";""
"";"DeleteElement to RequirementAssignment (as previousDesignObject)";"";"";"";""
"";"DeleteElement to RequirementVersion (as previousDesignObject)";"";"";"";""
"";"DeleteElement to RequirementVersionRelationship (as previousDesignObject)";"";"";"";""
"";"DeleteElement to RequirementView (as previousDesignObject)";"";"";"";""
"";"DeleteElement to RequirementViewRelationship (as previousDesignObject)";"";"";"";""
"";"DeleteElement to SecurityClassificationAssignment (as previousDesignObject)";"";"";"";""
"";"DeleteElement to Specification (as previousDesignObject)";"";"";"";""
"";"DeleteElement to SpecificationAssignment (as previousDesignObject)";"";"";"";""
"";"DeleteElement to SpecificationCategory (as previousDesignObject)";"";"";"";""
"";"DeleteElement to SpecificationCategoryAssignment (as previousDesignObject)";"";"";"";""
"";"DeleteElement to SpecificationConditionAssignment (as previousDesignObject)";"";"";"";""
"";"DeleteElement to SpecificationInclusion (as previousDesignObject)";"";"";"";""
"";"DeleteElement to SpecificationInclusionAssignment (as previousDesignObject)";"";"";"";""
"";"DeleteElement to StyledModel (as previousDesignObject)";"";"";"";""
"";"DeleteElement to TimeIntervalAssignment (as previousDesignObject)";"";"";"";""
"";"DeleteElement to ViewOccurrenceRelationship (as previousDesignObject)";"";"";"";""
"";"DeleteElement to WorkOrderAssignment (as previousDesignObject)";"";"";"";""
"";"DeleteElement to WorkRequestAssignment (as previousDesignObject)";"";"";"";""
"DeltaChange";"";"";"";"";""
"";"DeltaChange to DeltaChangeActivity (as changeActivities)";"";"";"";""
"";"DeltaChange to Classification (as classifiedAs)";"";"";"";""
"";"DeltaChange to AlternativeSolutionRelationship (as describedChange)";"";"";"";""
"";"DeltaChange to BreakdownElementVersionRelationship (as describedChange)";"";"";"";""
"";"DeltaChange to DocumentVersionRelationship (as describedChange)";"";"";"";""
"";"DeltaChange to PartVersionRelationship (as describedChange)";"";"";"";""
"";"DeltaChange to ProcessOperationOccurrenceRelationship (as describedChange)";"";"";"";""
"";"DeltaChange to ProcessPlanRelationship (as describedChange)";"";"";"";""
"";"DeltaChange to ReplacedPartViewRelationship (as describedChange)";"";"";"";""
"";"DeltaChange to ReplacedUsageRelationship (as describedChange)";"";"";"";""
"";"DeltaChange to RequirementVersionRelationship (as describedChange)";"";"";"";""
"";"DeltaChange to ShapeElementRelationship (as describedChange)";"";"";"";""
"";"DeltaChange to CharacterString (as description)";"";"";"";""
"";"DeltaChange to Descriptor (as description)";"";"";"";""
"";"DeltaChange to DescriptorSet (as description)";"";"";"";""
"";"DeltaChange to LocalizedString (as description)";"";"";"";""
"";"DeltaChange to TranslatedStringSet (as description)";"";"";"";""
"";"DeltaChange to Identifier (as id)";"";"";"";""
"";"DeltaChange to IdentifierSet (as id)";"";"";"";""
"";"DeltaChange to IdentifierString (as id)";"";"";"";""
"";"DeltaChange to CharacterString (as name)";"";"";"";""
"";"DeltaChange to Descriptor (as name)";"";"";"";""
"";"DeltaChange to DescriptorSet (as name)";"";"";"";""
"";"DeltaChange to LocalizedString (as name)";"";"";"";""
"";"DeltaChange to TranslatedStringSet (as name)";"";"";"";""
"DeltaChangeActivity";"";"";"";"";""
"";"DeltaChangeActivity to CharacterString (as attributeName)";"";"";"";""
"";"changeLocationInAggregateAttribute";"";"";"";""
"FrozenAssignment";"";"";"";"";""
"";"FrozenAssignment to Activity (as frozenObject)";"";"";"";""
"";"FrozenAssignment to ActivityAssignment (as frozenObject)";"";"";"";""
"";"FrozenAssignment to ActivityMethod (as frozenObject)";"";"";"";""
"";"FrozenAssignment to ActivityMethodAssignment (as frozenObject)";"";"";"";""
"";"FrozenAssignment to ActivityRelationship (as frozenObject)";"";"";"";""
"";"FrozenAssignment to AddressAssignment (as frozenObject)";"";"";"";""
"";"FrozenAssignment to AlternatePartRelationship (as frozenObject)";"";"";"";""
"";"FrozenAssignment to AlternativeSolution (as frozenObject)";"";"";"";""
"";"FrozenAssignment to ApprovalAssignment (as frozenObject)";"";"";"";""
"";"FrozenAssignment to AssemblyOccurrenceRelationshipSubstitution (as frozenObject)";"";"";"";""
"";"FrozenAssignment to AssemblyViewRelationshipSubstitution (as frozenObject)";"";"";"";""
"";"FrozenAssignment to AssignmentObjectRelationship (as frozenObject)";"";"";"";""
"";"FrozenAssignment to Breakdown (as frozenObject)";"";"";"";""
"";"FrozenAssignment to BreakdownElement (as frozenObject)";"";"";"";""
"";"FrozenAssignment to BreakdownElementRealization (as frozenObject)";"";"";"";""
"";"FrozenAssignment to BreakdownElementVersion (as frozenObject)";"";"";"";""
"";"FrozenAssignment to BreakdownElementVersionRelationship (as frozenObject)";"";"";"";""
"";"FrozenAssignment to BreakdownElementView (as frozenObject)";"";"";"";""
"";"FrozenAssignment to BreakdownElementViewRelationship (as frozenObject)";"";"";"";""
"";"FrozenAssignment to BreakdownVersion (as frozenObject)";"";"";"";""
"";"FrozenAssignment to BreakdownVersionAssignment (as frozenObject)";"";"";"";""
"";"FrozenAssignment to BreakdownVersionRelationship (as frozenObject)";"";"";"";""
"";"FrozenAssignment to CertificationAssignment (as frozenObject)";"";"";"";""
"";"FrozenAssignment to Class (as frozenObject)";"";"";"";""
"";"FrozenAssignment to ClassString (as frozenObject)";"";"";"";""
"";"FrozenAssignment to Condition (as frozenObject)";"";"";"";""
"";"FrozenAssignment to ConditionAssignment (as frozenObject)";"";"";"";""
"";"FrozenAssignment to ConditionalConfiguration (as frozenObject)";"";"";"";""
"";"FrozenAssignment to ConfiguredAssemblyEffectivity (as frozenObject)";"";"";"";""
"";"FrozenAssignment to Contract (as frozenObject)";"";"";"";""
"";"FrozenAssignment to ContractAssignment (as frozenObject)";"";"";"";""
"";"FrozenAssignment to DateAndPersonAssignment (as frozenObject)";"";"";"";""
"";"FrozenAssignment to DateTimeAssignment (as frozenObject)";"";"";"";""
"";"FrozenAssignment to Document (as frozenObject)";"";"";"";""
"";"FrozenAssignment to DocumentAssignment (as frozenObject)";"";"";"";""
"";"FrozenAssignment to DocumentDefinition (as frozenObject)";"";"";"";""
"";"FrozenAssignment to DocumentDefinitionRelationship (as frozenObject)";"";"";"";""
"";"FrozenAssignment to DocumentVersion (as frozenObject)";"";"";"";""
"";"FrozenAssignment to DocumentVersionRelationship (as frozenObject)";"";"";"";""
"";"FrozenAssignment to Effectivity (as frozenObject)";"";"";"";""
"";"FrozenAssignment to EffectivityAssignment (as frozenObject)";"";"";"";""
"";"FrozenAssignment to Event (as frozenObject)";"";"";"";""
"";"FrozenAssignment to EventAssignment (as frozenObject)";"";"";"";""
"";"FrozenAssignment to ExternalClass (as frozenObject)";"";"";"";""
"";"FrozenAssignment to ExternalOwlClass (as frozenObject)";"";"";"";""
"";"FrozenAssignment to File (as frozenObject)";"";"";"";""
"";"FrozenAssignment to FrozenAssignment (as frozenObject)";"";"";"";""
"";"FrozenAssignment to GeometricModel (as frozenObject)";"";"";"";""
"";"FrozenAssignment to IndividualAssemblyRelationship (as frozenObject)";"";"";"";""
"";"FrozenAssignment to IndividualPart (as frozenObject)";"";"";"";""
"";"FrozenAssignment to IndividualPartVersion (as frozenObject)";"";"";"";""
"";"FrozenAssignment to IndividualPartVersionRelationship (as frozenObject)";"";"";"";""
"";"FrozenAssignment to IndividualPartView (as frozenObject)";"";"";"";""
"";"FrozenAssignment to IndividualPartViewRelationship (as frozenObject)";"";"";"";""
"";"FrozenAssignment to InformationUsageRightAssignment (as frozenObject)";"";"";"";""
"";"FrozenAssignment to MaterialIdentification (as frozenObject)";"";"";"";""
"";"FrozenAssignment to MaterialPropertyAssignment (as frozenObject)";"";"";"";""
"";"FrozenAssignment to ModelPropertyAssignment (as frozenObject)";"";"";"";""
"";"FrozenAssignment to Occurrence (as frozenObject)";"";"";"";""
"";"FrozenAssignment to OccurrenceRelationship (as frozenObject)";"";"";"";""
"";"FrozenAssignment to Organization (as frozenObject)";"";"";"";""
"";"FrozenAssignment to OrganizationOrPersonInOrganizationAssignment (as frozenObject)";"";"";"";""
"";"FrozenAssignment to Part (as frozenObject)";"";"";"";""
"";"FrozenAssignment to PartVersion (as frozenObject)";"";"";"";""
"";"FrozenAssignment to PartVersionRelationship (as frozenObject)";"";"";"";""
"";"FrozenAssignment to PartView (as frozenObject)";"";"";"";""
"";"FrozenAssignment to PartViewRelationship (as frozenObject)";"";"";"";""
"";"FrozenAssignment to Person (as frozenObject)";"";"";"";""
"";"FrozenAssignment to PersonInOrganization (as frozenObject)";"";"";"";""
"";"FrozenAssignment to ProcessOperationDefinition (as frozenObject)";"";"";"";""
"";"FrozenAssignment to ProcessOperationOccurrence (as frozenObject)";"";"";"";""
"";"FrozenAssignment to ProcessOperationResourceAssignment (as frozenObject)";"";"";"";""
"";"FrozenAssignment to ProcessPlan (as frozenObject)";"";"";"";""
"";"FrozenAssignment to ProductClass (as frozenObject)";"";"";"";""
"";"FrozenAssignment to ProductConfiguration (as frozenObject)";"";"";"";""
"";"FrozenAssignment to Project (as frozenObject)";"";"";"";""
"";"FrozenAssignment to ProjectAssignment (as frozenObject)";"";"";"";""
"";"FrozenAssignment to ProjectRelationship (as frozenObject)";"";"";"";""
"";"FrozenAssignment to PropertyDefinitionAssignment (as frozenObject)";"";"";"";""
"";"FrozenAssignment to PropertyDefinitionRelationship (as frozenObject)";"";"";"";""
"";"FrozenAssignment to PropertyValue (as frozenObject)";"";"";"";""
"";"FrozenAssignment to PropertyValueAssignment (as frozenObject)";"";"";"";""
"";"FrozenAssignment to PropertyValueRelationship (as frozenObject)";"";"";"";""
"";"FrozenAssignment to Requirement (as frozenObject)";"";"";"";""
"";"FrozenAssignment to RequirementAssignment (as frozenObject)";"";"";"";""
"";"FrozenAssignment to RequirementVersion (as frozenObject)";"";"";"";""
"";"FrozenAssignment to RequirementVersionRelationship (as frozenObject)";"";"";"";""
"";"FrozenAssignment to RequirementView (as frozenObject)";"";"";"";""
"";"FrozenAssignment to RequirementViewRelationship (as frozenObject)";"";"";"";""
"";"FrozenAssignment to SecurityClassificationAssignment (as frozenObject)";"";"";"";""
"";"FrozenAssignment to Specification (as frozenObject)";"";"";"";""
"";"FrozenAssignment to SpecificationAssignment (as frozenObject)";"";"";"";""
"";"FrozenAssignment to SpecificationCategory (as frozenObject)";"";"";"";""
"";"FrozenAssignment to SpecificationCategoryAssignment (as frozenObject)";"";"";"";""
"";"FrozenAssignment to SpecificationConditionAssignment (as frozenObject)";"";"";"";""
"";"FrozenAssignment to SpecificationInclusion (as frozenObject)";"";"";"";""
"";"FrozenAssignment to SpecificationInclusionAssignment (as frozenObject)";"";"";"";""
"";"FrozenAssignment to StyledModel (as frozenObject)";"";"";"";""
"";"FrozenAssignment to TimeIntervalAssignment (as frozenObject)";"";"";"";""
"";"FrozenAssignment to ViewOccurrenceRelationship (as frozenObject)";"";"";"";""
"";"FrozenAssignment to WorkOrderAssignment (as frozenObject)";"";"";"";""
"";"FrozenAssignment to WorkRequestAssignment (as frozenObject)";"";"";"";""
"ModifyElement";"";"";"";"";""
"";"ModifyElement to Activity (as currentDesignObject)";"";"";"";""
"";"ModifyElement to ActivityAssignment (as currentDesignObject)";"";"";"";""
"";"ModifyElement to ActivityMethod (as currentDesignObject)";"";"";"";""
"";"ModifyElement to ActivityMethodAssignment (as currentDesignObject)";"";"";"";""
"";"ModifyElement to ActivityRelationship (as currentDesignObject)";"";"";"";""
"";"ModifyElement to AddressAssignment (as currentDesignObject)";"";"";"";""
"";"ModifyElement to AlternatePartRelationship (as currentDesignObject)";"";"";"";""
"";"ModifyElement to AlternativeSolution (as currentDesignObject)";"";"";"";""
"";"ModifyElement to ApprovalAssignment (as currentDesignObject)";"";"";"";""
"";"ModifyElement to AssemblyOccurrenceRelationshipSubstitution (as currentDesignObject)";"";"";"";""
"";"ModifyElement to AssemblyViewRelationshipSubstitution (as currentDesignObject)";"";"";"";""
"";"ModifyElement to AssignmentObjectRelationship (as currentDesignObject)";"";"";"";""
"";"ModifyElement to Breakdown (as currentDesignObject)";"";"";"";""
"";"ModifyElement to BreakdownElement (as currentDesignObject)";"";"";"";""
"";"ModifyElement to BreakdownElementRealization (as currentDesignObject)";"";"";"";""
"";"ModifyElement to BreakdownElementVersion (as currentDesignObject)";"";"";"";""
"";"ModifyElement to BreakdownElementVersionRelationship (as currentDesignObject)";"";"";"";""
"";"ModifyElement to BreakdownElementView (as currentDesignObject)";"";"";"";""
"";"ModifyElement to BreakdownElementViewRelationship (as currentDesignObject)";"";"";"";""
"";"ModifyElement to BreakdownVersion (as currentDesignObject)";"";"";"";""
"";"ModifyElement to BreakdownVersionAssignment (as currentDesignObject)";"";"";"";""
"";"ModifyElement to BreakdownVersionRelationship (as currentDesignObject)";"";"";"";""
"";"ModifyElement to CertificationAssignment (as currentDesignObject)";"";"";"";""
"";"ModifyElement to Class (as currentDesignObject)";"";"";"";""
"";"ModifyElement to ClassString (as currentDesignObject)";"";"";"";""
"";"ModifyElement to Condition (as currentDesignObject)";"";"";"";""
"";"ModifyElement to ConditionAssignment (as currentDesignObject)";"";"";"";""
"";"ModifyElement to ConditionalConfiguration (as currentDesignObject)";"";"";"";""
"";"ModifyElement to ConfiguredAssemblyEffectivity (as currentDesignObject)";"";"";"";""
"";"ModifyElement to Contract (as currentDesignObject)";"";"";"";""
"";"ModifyElement to ContractAssignment (as currentDesignObject)";"";"";"";""
"";"ModifyElement to DateAndPersonAssignment (as currentDesignObject)";"";"";"";""
"";"ModifyElement to DateTimeAssignment (as currentDesignObject)";"";"";"";""
"";"ModifyElement to Document (as currentDesignObject)";"";"";"";""
"";"ModifyElement to DocumentAssignment (as currentDesignObject)";"";"";"";""
