"BO";"Attribute";"ARM Element";"Source";"Rules";"Reference path"
"";"RequirementAssignment to DocumentVersion (as assignedTo)";"";"";"";""
"";"RequirementAssignment to IndividualPart (as assignedTo)";"";"";"";""
"";"RequirementAssignment to IndividualPartVersion (as assignedTo)";"";"";"";""
"";"RequirementAssignment to IndividualPartView (as assignedTo)";"";"";"";""
"";"RequirementAssignment to Part (as assignedTo)";"";"";"";""
"";"RequirementAssignment to PartVersion (as assignedTo)";"";"";"";""
"";"RequirementAssignment to PartView (as assignedTo)";"";"";"";""
"";"RequirementAssignment to ProductConfiguration (as assignedTo)";"";"";"";""
"";"RequirementAssignment to Project (as assignedTo)";"";"";"";""
"";"RequirementAssignment to Requirement (as assignedTo)";"";"";"";""
"";"RequirementAssignment to RequirementVersion (as assignedTo)";"";"";"";""
"";"RequirementAssignment to RequirementView (as assignedTo)";"";"";"";""
"";"RequirementAssignment to WorkRequest (as assignedTo)";"";"";"";""
"";"RequirementAssignment to Classification (as classifiedAs)";"";"";"";""
"";"RequirementAssignment to CharacterString (as description)";"";"";"";""
"";"RequirementAssignment to Descriptor (as description)";"";"";"";""
"";"RequirementAssignment to DescriptorSet (as description)";"";"";"";""
"";"RequirementAssignment to LocalizedString (as description)";"";"";"";""
"";"RequirementAssignment to TranslatedStringSet (as description)";"";"";"";""
"";"RequirementAssignment to Identifier (as id)";"";"";"";""
"";"RequirementAssignment to IdentifierSet (as id)";"";"";"";""
"";"RequirementAssignment to IdentifierString (as id)";"";"";"";""
"RequirementCollectionRelationship";"";"";"";"";""
"";"RequirementCollectionRelationship to ClassString (as relationType)";"";"";"";""
"RequirementDecompositionRelationship";"";"";"";"";""
"";"RequirementDecompositionRelationship to ClassString (as relationType)";"";"";"";""
"RequirementRelationship";"";"";"";"";""
"";"RequirementRelationship to Classification (as classifiedAs)";"";"";"";""
"";"RequirementRelationship to CharacterString (as description)";"";"";"";""
"";"RequirementRelationship to Descriptor (as description)";"";"";"";""
"";"RequirementRelationship to DescriptorSet (as description)";"";"";"";""
"";"RequirementRelationship to LocalizedString (as description)";"";"";"";""
"";"RequirementRelationship to TranslatedStringSet (as description)";"";"";"";""
"";"RequirementRelationship to Identifier (as id)";"";"";"";""
"";"RequirementRelationship to IdentifierSet (as id)";"";"";"";""
"";"RequirementRelationship to IdentifierString (as id)";"";"";"";""
"";"RequirementRelationship to Requirement (as related)";"";"";"";""
"";"RequirementRelationship to Requirement (as relating)";"";"";"";""
"";"RequirementRelationship to Class (as relationType)";"";"";"";""
"";"RequirementRelationship to ClassString (as relationType)";"";"";"";""
"";"RequirementRelationship to ExternalClass (as relationType)";"";"";"";""
"";"RequirementRelationship to ExternalOwlClass (as relationType)";"";"";"";""
"RequirementSatisfactionAssertion";"";"";"";"";""
"";"RequirementSatisfactionAssertion to DateAndPersonOrganization (as assertedBy)";"";"";"";""
"";"RequirementSatisfactionAssertion to Classification (as classifiedAs)";"";"";"";""
"";"RequirementSatisfactionAssertion to CharacterString (as description)";"";"";"";""
"";"RequirementSatisfactionAssertion to Descriptor (as description)";"";"";"";""
"";"RequirementSatisfactionAssertion to DescriptorSet (as description)";"";"";"";""
"";"RequirementSatisfactionAssertion to LocalizedString (as description)";"";"";"";""
"";"RequirementSatisfactionAssertion to TranslatedStringSet (as description)";"";"";"";""
"";"RequirementSatisfactionAssertion to Identifier (as id)";"";"";"";""
"";"RequirementSatisfactionAssertion to IdentifierSet (as id)";"";"";"";""
"";"RequirementSatisfactionAssertion to IdentifierString (as id)";"";"";"";""
"";"RequirementSatisfactionAssertion to RequirementAssignment (as relatedAssignment)";"";"";"";""
"";"RequirementSatisfactionAssertion to ActivityMethod (as satisfiedBy)";"";"";"";""
"";"RequirementSatisfactionAssertion to ActivityMethodAssignment (as satisfiedBy)";"";"";"";""
"";"RequirementSatisfactionAssertion to AlternatePartRelationship (as satisfiedBy)";"";"";"";""
"";"RequirementSatisfactionAssertion to AlternativeSolution (as satisfiedBy)";"";"";"";""
"";"RequirementSatisfactionAssertion to AssemblyOccurrenceRelationship (as satisfiedBy)";"";"";"";""
"";"RequirementSatisfactionAssertion to AssemblyOccurrenceRelationshipSubstitution (as satisfiedBy)";"";"";"";""
"";"RequirementSatisfactionAssertion to AssemblyViewRelationship (as satisfiedBy)";"";"";"";""
"";"RequirementSatisfactionAssertion to AssemblyViewRelationshipSubstitution (as satisfiedBy)";"";"";"";""
"";"RequirementSatisfactionAssertion to Breakdown (as satisfiedBy)";"";"";"";""
"";"RequirementSatisfactionAssertion to BreakdownElement (as satisfiedBy)";"";"";"";""
"";"RequirementSatisfactionAssertion to BreakdownElementRealization (as satisfiedBy)";"";"";"";""
"";"RequirementSatisfactionAssertion to BreakdownElementRelationship (as satisfiedBy)";"";"";"";""
"";"RequirementSatisfactionAssertion to BreakdownElementVersion (as satisfiedBy)";"";"";"";""
"";"RequirementSatisfactionAssertion to BreakdownElementView (as satisfiedBy)";"";"";"";""
"";"RequirementSatisfactionAssertion to BreakdownVersion (as satisfiedBy)";"";"";"";""
"";"RequirementSatisfactionAssertion to Document (as satisfiedBy)";"";"";"";""
"";"RequirementSatisfactionAssertion to DocumentDefinition (as satisfiedBy)";"";"";"";""
"";"RequirementSatisfactionAssertion to DocumentVersion (as satisfiedBy)";"";"";"";""
"";"RequirementSatisfactionAssertion to IndividualPart (as satisfiedBy)";"";"";"";""
"";"RequirementSatisfactionAssertion to IndividualPartVersion (as satisfiedBy)";"";"";"";""
"";"RequirementSatisfactionAssertion to IndividualPartView (as satisfiedBy)";"";"";"";""
"";"RequirementSatisfactionAssertion to Part (as satisfiedBy)";"";"";"";""
"";"RequirementSatisfactionAssertion to PartVersion (as satisfiedBy)";"";"";"";""
"";"RequirementSatisfactionAssertion to PartView (as satisfiedBy)";"";"";"";""
"";"RequirementSatisfactionAssertion to ProductConfiguration (as satisfiedBy)";"";"";"";""
"";"RequirementSatisfactionAssertion to Project (as satisfiedBy)";"";"";"";""
"";"RequirementSatisfactionAssertion to Requirement (as satisfiedBy)";"";"";"";""
"";"RequirementSatisfactionAssertion to RequirementVersion (as satisfiedBy)";"";"";"";""
"";"RequirementSatisfactionAssertion to RequirementView (as satisfiedBy)";"";"";"";""
"";"RequirementSatisfactionAssertion to WorkRequest (as satisfiedBy)";"";"";"";""
"";"RequirementSatisfactionAssertion to RequirementView (as satisfiedRequirement)";"";"";"";""
"RequirementSequenceRelationship";"";"";"";"";""
"";"RequirementSequenceRelationship to ClassString (as relationType)";"";"";"";""
"RequirementSource";"";"";"";"";""
"";"RequirementSource to Classification (as classifiedAs)";"";"";"";""
"";"RequirementSource to CharacterString (as description)";"";"";"";""
"";"RequirementSource to Descriptor (as description)";"";"";"";""
"";"RequirementSource to DescriptorSet (as description)";"";"";"";""
"";"RequirementSource to LocalizedString (as description)";"";"";"";""
"";"RequirementSource to TranslatedStringSet (as description)";"";"";"";""
"";"RequirementSource to Identifier (as id)";"";"";"";""
"";"RequirementSource to IdentifierSet (as id)";"";"";"";""
"";"RequirementSource to IdentifierString (as id)";"";"";"";""
"";"RequirementSource to ExternalItem (as sameAs)";"";"";"";""
"";"RequirementSource to ExternalOwlObject (as sameAs)";"";"";"";""
"";"RequirementSource to Proxy (as sameAs)";"";"";"";""
"";"RequirementSource to ProxyString (as sameAs)";"";"";"";""
"";"RequirementSource to Activity (as source)";"";"";"";""
"";"RequirementSource to ActivityMethod (as source)";"";"";"";""
"";"RequirementSource to ActivityMethodAssignment (as source)";"";"";"";""
"";"RequirementSource to AlternativeSolution (as source)";"";"";"";""
"";"RequirementSource to Breakdown (as source)";"";"";"";""
"";"RequirementSource to BreakdownElement (as source)";"";"";"";""
"";"RequirementSource to BreakdownElementVersion (as source)";"";"";"";""
"";"RequirementSource to BreakdownElementView (as source)";"";"";"";""
"";"RequirementSource to BreakdownVersion (as source)";"";"";"";""
"";"RequirementSource to Contract (as source)";"";"";"";""
"";"RequirementSource to Document (as source)";"";"";"";""
"";"RequirementSource to DocumentDefinition (as source)";"";"";"";""
"";"RequirementSource to DocumentVersion (as source)";"";"";"";""
"";"RequirementSource to IndividualPart (as source)";"";"";"";""
"";"RequirementSource to IndividualPartVersion (as source)";"";"";"";""
"";"RequirementSource to IndividualPartView (as source)";"";"";"";""
"";"RequirementSource to Organization (as source)";"";"";"";""
"";"RequirementSource to Part (as source)";"";"";"";""
"";"RequirementSource to PartVersion (as source)";"";"";"";""
"";"RequirementSource to PartView (as source)";"";"";"";""
"";"RequirementSource to PersonInOrganization (as source)";"";"";"";""
"";"RequirementSource to Project (as source)";"";"";"";""
"";"RequirementSource to Requirement (as source)";"";"";"";""
"";"RequirementSource to RequirementVersion (as source)";"";"";"";""
"";"RequirementSource to RequirementView (as source)";"";"";"";""
"";"RequirementSource to RequirementView (as sourcedRequirement)";"";"";"";""
"RequirementTracingRelationship";"";"";"";"";""
"";"RequirementTracingRelationship to ClassString (as relationType)";"";"";"";""
"RequirementVersion";"";"";"";"";""
"";"RequirementVersion to Classification (as classifiedAs)";"";"";"";""
"";"RequirementVersion to CharacterString (as description)";"";"";"";""
"";"RequirementVersion to Descriptor (as description)";"";"";"";""
"";"RequirementVersion to DescriptorSet (as description)";"";"";"";""
"";"RequirementVersion to LocalizedString (as description)";"";"";"";""
"";"RequirementVersion to TranslatedStringSet (as description)";"";"";"";""
"";"RequirementVersion to Identifier (as id)";"";"";"";""
"";"RequirementVersion to IdentifierSet (as id)";"";"";"";""
"";"RequirementVersion to IdentifierString (as id)";"";"";"";""
"";"RequirementVersion to ExternalItem (as sameAs)";"";"";"";""
"";"RequirementVersion to ExternalOwlObject (as sameAs)";"";"";"";""
"";"RequirementVersion to Proxy (as sameAs)";"";"";"";""
"";"RequirementVersion to ProxyString (as sameAs)";"";"";"";""
"";"RequirementVersion to RequirementView (as views)";"";"";"";""
"RequirementVersionRelationship";"";"";"";"";""
"";"RequirementVersionRelationship to Classification (as classifiedAs)";"";"";"";""
"";"RequirementVersionRelationship to CharacterString (as description)";"";"";"";""
"";"RequirementVersionRelationship to Descriptor (as description)";"";"";"";""
"";"RequirementVersionRelationship to DescriptorSet (as description)";"";"";"";""
"";"RequirementVersionRelationship to LocalizedString (as description)";"";"";"";""
"";"RequirementVersionRelationship to TranslatedStringSet (as description)";"";"";"";""
"";"RequirementVersionRelationship to Identifier (as id)";"";"";"";""
"";"RequirementVersionRelationship to IdentifierSet (as id)";"";"";"";""
"";"RequirementVersionRelationship to IdentifierString (as id)";"";"";"";""
"";"RequirementVersionRelationship to RequirementVersion (as related)";"";"";"";""
"";"RequirementVersionRelationship to RequirementVersion (as relating)";"";"";"";""
"";"RequirementVersionRelationship to Class (as relationType)";"";"";"";""
"";"RequirementVersionRelationship to ClassString (as relationType)";"";"";"";""
"";"RequirementVersionRelationship to ExternalClass (as relationType)";"";"";"";""
"";"RequirementVersionRelationship to ExternalOwlClass (as relationType)";"";"";"";""
"RequirementView";"";"";"";"";""
"";"RequirementView to ViewContext (as additionalContexts)";"";"";"";""
"";"RequirementView to Classification (as classifiedAs)";"";"";"";""
"";"RequirementView to PropertyValue (as definitionalRepresentations)";"";"";"";""
"";"RequirementView to CharacterString (as description)";"";"";"";""
"";"RequirementView to Descriptor (as description)";"";"";"";""
"";"RequirementView to DescriptorSet (as description)";"";"";"";""
"";"RequirementView to LocalizedString (as description)";"";"";"";""
"";"RequirementView to TranslatedStringSet (as description)";"";"";"";""
"";"RequirementView to Identifier (as id)";"";"";"";""
"";"RequirementView to IdentifierSet (as id)";"";"";"";""
"";"RequirementView to IdentifierString (as id)";"";"";"";""
"";"RequirementView to ViewContext (as initialContext)";"";"";"";""
"";"RequirementView to ExternalItem (as sameAs)";"";"";"";""
"";"RequirementView to ExternalOwlObject (as sameAs)";"";"";"";""
"";"RequirementView to Proxy (as sameAs)";"";"";"";""
"";"RequirementView to ProxyString (as sameAs)";"";"";"";""
"RequirementViewRelationship";"";"";"";"";""
"";"RequirementViewRelationship to Classification (as classifiedAs)";"";"";"";""
"";"RequirementViewRelationship to CharacterString (as description)";"";"";"";""
"";"RequirementViewRelationship to Descriptor (as description)";"";"";"";""
"";"RequirementViewRelationship to DescriptorSet (as description)";"";"";"";""
"";"RequirementViewRelationship to LocalizedString (as description)";"";"";"";""
"";"RequirementViewRelationship to TranslatedStringSet (as description)";"";"";"";""
"";"RequirementViewRelationship to Identifier (as id)";"";"";"";""
"";"RequirementViewRelationship to IdentifierSet (as id)";"";"";"";""
"";"RequirementViewRelationship to IdentifierString (as id)";"";"";"";""
"";"RequirementViewRelationship to RequirementView (as related)";"";"";"";""
"";"RequirementViewRelationship to RequirementView (as relating)";"";"";"";""
"";"RequirementViewRelationship to Class (as relationType)";"";"";"";""
"";"RequirementViewRelationship to ClassString (as relationType)";"";"";"";""
"";"RequirementViewRelationship to ExternalClass (as relationType)";"";"";"";""
"";"RequirementViewRelationship to ExternalOwlClass (as relationType)";"";"";"";""
