"BO";"Attribute";"ARM Element";"Source";"Rules";"Reference path"
"ProcessOperationDefinition";"";"";"";"";""
"";"ProcessOperationDefinition to Classification (as classifiedAs)";"";"";"";""
"";"ProcessOperationDefinition to CharacterString (as description)";"";"";"";""
"";"ProcessOperationDefinition to Descriptor (as description)";"";"";"";""
"";"ProcessOperationDefinition to DescriptorSet (as description)";"";"";"";""
"";"ProcessOperationDefinition to LocalizedString (as description)";"";"";"";""
"";"ProcessOperationDefinition to TranslatedStringSet (as description)";"";"";"";""
"";"ProcessOperationDefinition to Identifier (as id)";"";"";"";""
"";"ProcessOperationDefinition to IdentifierSet (as id)";"";"";"";""
"";"ProcessOperationDefinition to IdentifierString (as id)";"";"";"";""
"";"ProcessOperationDefinition to CharacterString (as name)";"";"";"";""
"";"ProcessOperationDefinition to Descriptor (as name)";"";"";"";""
"";"ProcessOperationDefinition to DescriptorSet (as name)";"";"";"";""
"";"ProcessOperationDefinition to LocalizedString (as name)";"";"";"";""
"";"ProcessOperationDefinition to TranslatedStringSet (as name)";"";"";"";""
"";"ProcessOperationDefinition to Class (as processType)";"";"";"";""
"";"ProcessOperationDefinition to ClassString (as processType)";"";"";"";""
"";"ProcessOperationDefinition to ExternalClass (as processType)";"";"";"";""
"";"ProcessOperationDefinition to ExternalOwlClass (as processType)";"";"";"";""
"";"ProcessOperationDefinition to Identifier (as versionId)";"";"";"";""
"";"ProcessOperationDefinition to IdentifierSet (as versionId)";"";"";"";""
"";"ProcessOperationDefinition to IdentifierString (as versionId)";"";"";"";""
"ProcessOperationDefinitionRelationship";"";"";"";"";""
"";"ProcessOperationDefinitionRelationship to Classification (as classifiedAs)";"";"";"";""
"";"ProcessOperationDefinitionRelationship to CharacterString (as description)";"";"";"";""
"";"ProcessOperationDefinitionRelationship to Descriptor (as description)";"";"";"";""
"";"ProcessOperationDefinitionRelationship to DescriptorSet (as description)";"";"";"";""
"";"ProcessOperationDefinitionRelationship to LocalizedString (as description)";"";"";"";""
"";"ProcessOperationDefinitionRelationship to TranslatedStringSet (as description)";"";"";"";""
"";"ProcessOperationDefinitionRelationship to Identifier (as id)";"";"";"";""
"";"ProcessOperationDefinitionRelationship to IdentifierSet (as id)";"";"";"";""
"";"ProcessOperationDefinitionRelationship to IdentifierString (as id)";"";"";"";""
"";"ProcessOperationDefinitionRelationship to ProcessOperationDefinition (as related)";"";"";"";""
"";"ProcessOperationDefinitionRelationship to ProcessOperationDefinition (as relating)";"";"";"";""
"";"ProcessOperationDefinitionRelationship to Class (as relationType)";"";"";"";""
"";"ProcessOperationDefinitionRelationship to ClassString (as relationType)";"";"";"";""
"";"ProcessOperationDefinitionRelationship to ExternalClass (as relationType)";"";"";"";""
"";"ProcessOperationDefinitionRelationship to ExternalOwlClass (as relationType)";"";"";"";""
"ProcessOperationInputOrOutput";"";"";"";"";""
"";"ProcessOperationInputOrOutput to Classification (as classifiedAs)";"";"";"";""
"";"ProcessOperationInputOrOutput to ShapeElement (as concernedShapes)";"";"";"";""
"";"ProcessOperationInputOrOutput to CharacterString (as description)";"";"";"";""
"";"ProcessOperationInputOrOutput to Descriptor (as description)";"";"";"";""
"";"ProcessOperationInputOrOutput to DescriptorSet (as description)";"";"";"";""
"";"ProcessOperationInputOrOutput to LocalizedString (as description)";"";"";"";""
"";"ProcessOperationInputOrOutput to TranslatedStringSet (as description)";"";"";"";""
"";"ProcessOperationInputOrOutput to AssemblyOccurrenceRelationship (as element)";"";"";"";""
"";"ProcessOperationInputOrOutput to AssemblyViewRelationship (as element)";"";"";"";""
"";"ProcessOperationInputOrOutput to Occurrence (as element)";"";"";"";""
"";"ProcessOperationInputOrOutput to PartVersion (as element)";"";"";"";""
"";"ProcessOperationInputOrOutput to ProcessOperationOccurrence (as operation)";"";"";"";""
"";"ProcessOperationInputOrOutput to GeometricRepresentationRelationshipWithPlacementTransformation (as placement)";"";"";"";""
"";"ProcessOperationInputOrOutput to Class (as role)";"";"";"";""
"";"ProcessOperationInputOrOutput to ClassString (as role)";"";"";"";""
"";"ProcessOperationInputOrOutput to ExternalClass (as role)";"";"";"";""
"";"ProcessOperationInputOrOutput to ExternalOwlClass (as role)";"";"";"";""
"ProcessOperationOccurrence";"";"";"";"";""
"";"ProcessOperationOccurrence to Classification (as classifiedAs)";"";"";"";""
"";"ProcessOperationOccurrence to GeometricCoordinateSpace (as definedIn)";"";"";"";""
"";"ProcessOperationOccurrence to ProcessOperationDefinition (as definition)";"";"";"";""
"";"ProcessOperationOccurrence to CharacterString (as description)";"";"";"";""
"";"ProcessOperationOccurrence to Descriptor (as description)";"";"";"";""
"";"ProcessOperationOccurrence to DescriptorSet (as description)";"";"";"";""
"";"ProcessOperationOccurrence to LocalizedString (as description)";"";"";"";""
"";"ProcessOperationOccurrence to TranslatedStringSet (as description)";"";"";"";""
"";"ProcessOperationOccurrence to Identifier (as id)";"";"";"";""
"";"ProcessOperationOccurrence to IdentifierSet (as id)";"";"";"";""
"";"ProcessOperationOccurrence to IdentifierString (as id)";"";"";"";""
"";"ProcessOperationOccurrence to ProcessPlan (as plan)";"";"";"";""
"ProcessOperationOccurrenceRelationship";"";"";"";"";""
"";"ProcessOperationOccurrenceRelationship to Classification (as classifiedAs)";"";"";"";""
"";"ProcessOperationOccurrenceRelationship to Duration (as cycleTime)";"";"";"";""
"";"ProcessOperationOccurrenceRelationship to CharacterString (as description)";"";"";"";""
"";"ProcessOperationOccurrenceRelationship to Descriptor (as description)";"";"";"";""
"";"ProcessOperationOccurrenceRelationship to DescriptorSet (as description)";"";"";"";""
"";"ProcessOperationOccurrenceRelationship to LocalizedString (as description)";"";"";"";""
"";"ProcessOperationOccurrenceRelationship to TranslatedStringSet (as description)";"";"";"";""
"";"ProcessOperationOccurrenceRelationship to Identifier (as id)";"";"";"";""
"";"ProcessOperationOccurrenceRelationship to IdentifierSet (as id)";"";"";"";""
"";"ProcessOperationOccurrenceRelationship to IdentifierString (as id)";"";"";"";""
"";"ProcessOperationOccurrenceRelationship to ProcessOperationOccurrence (as related)";"";"";"";""
"";"ProcessOperationOccurrenceRelationship to ProcessOperationOccurrence (as relating)";"";"";"";""
"";"ProcessOperationOccurrenceRelationship to Class (as relationType)";"";"";"";""
"";"ProcessOperationOccurrenceRelationship to ClassString (as relationType)";"";"";"";""
"";"ProcessOperationOccurrenceRelationship to ExternalClass (as relationType)";"";"";"";""
"";"ProcessOperationOccurrenceRelationship to ExternalOwlClass (as relationType)";"";"";"";""
"";"ProcessOperationOccurrenceRelationship to PropertyValue (as waitingTime)";"";"";"";""
"ProcessOperationResourceAssignment";"";"";"";"";""
"";"ProcessOperationResourceAssignment to BreakdownElement (as assignedResource)";"";"";"";""
"";"ProcessOperationResourceAssignment to IndividualPartView (as assignedResource)";"";"";"";""
"";"ProcessOperationResourceAssignment to Occurrence (as assignedResource)";"";"";"";""
"";"ProcessOperationResourceAssignment to PartVersion (as assignedResource)";"";"";"";""
"";"ProcessOperationResourceAssignment to RequirementView (as assignedResource)";"";"";"";""
"";"ProcessOperationResourceAssignment to ProcessOperationOccurrence (as assignedTo)";"";"";"";""
"";"ProcessOperationResourceAssignment to Classification (as classifiedAs)";"";"";"";""
"";"ProcessOperationResourceAssignment to CharacterString (as description)";"";"";"";""
"";"ProcessOperationResourceAssignment to Descriptor (as description)";"";"";"";""
"";"ProcessOperationResourceAssignment to DescriptorSet (as description)";"";"";"";""
"";"ProcessOperationResourceAssignment to LocalizedString (as description)";"";"";"";""
"";"ProcessOperationResourceAssignment to TranslatedStringSet (as description)";"";"";"";""
"";"ProcessOperationResourceAssignment to Identifier (as id)";"";"";"";""
"";"ProcessOperationResourceAssignment to IdentifierSet (as id)";"";"";"";""
"";"ProcessOperationResourceAssignment to IdentifierString (as id)";"";"";"";""
"";"ProcessOperationResourceAssignment to GeometricRepresentationRelationshipWithPlacementTransformation (as placement)";"";"";"";""
"";"ProcessOperationResourceAssignment to CharacterString (as reason)";"";"";"";""
"";"ProcessOperationResourceAssignment to LocalizedString (as reason)";"";"";"";""
"";"ProcessOperationResourceAssignment to TranslatedStringSet (as reason)";"";"";"";""
"";"referenceTool";"";"";"";""
"ProcessPlan";"";"";"";"";""
"";"ProcessPlan to Classification (as classifiedAs)";"";"";"";""
"";"ProcessPlan to CharacterString (as description)";"";"";"";""
"";"ProcessPlan to Descriptor (as description)";"";"";"";""
"";"ProcessPlan to DescriptorSet (as description)";"";"";"";""
"";"ProcessPlan to LocalizedString (as description)";"";"";"";""
"";"ProcessPlan to TranslatedStringSet (as description)";"";"";"";""
"";"ProcessPlan to Identifier (as id)";"";"";"";""
"";"ProcessPlan to IdentifierSet (as id)";"";"";"";""
"";"ProcessPlan to IdentifierString (as id)";"";"";"";""
"";"ProcessPlan to CharacterString (as name)";"";"";"";""
"";"ProcessPlan to Descriptor (as name)";"";"";"";""
"";"ProcessPlan to DescriptorSet (as name)";"";"";"";""
"";"ProcessPlan to LocalizedString (as name)";"";"";"";""
"";"ProcessPlan to TranslatedStringSet (as name)";"";"";"";""
"";"ProcessPlan to PartVersion (as producedOutputs)";"";"";"";""
"";"ProcessPlan to Identifier (as versionId)";"";"";"";""
"";"ProcessPlan to IdentifierSet (as versionId)";"";"";"";""
"";"ProcessPlan to IdentifierString (as versionId)";"";"";"";""
"ProcessPlanRelationship";"";"";"";"";""
"";"ProcessPlanRelationship to Classification (as classifiedAs)";"";"";"";""
"";"ProcessPlanRelationship to CharacterString (as description)";"";"";"";""
"";"ProcessPlanRelationship to Descriptor (as description)";"";"";"";""
