"BO";"Attribute";"ARM Element";"Source";"Rules";"Reference path"
"";"ProcessPlanRelationship to DescriptorSet (as description)";"";"";"";""
"";"ProcessPlanRelationship to LocalizedString (as description)";"";"";"";""
"";"ProcessPlanRelationship to TranslatedStringSet (as description)";"";"";"";""
"";"ProcessPlanRelationship to Identifier (as id)";"";"";"";""
"";"ProcessPlanRelationship to IdentifierSet (as id)";"";"";"";""
"";"ProcessPlanRelationship to IdentifierString (as id)";"";"";"";""
"";"ProcessPlanRelationship to ProcessPlan (as related)";"";"";"";""
"";"ProcessPlanRelationship to ProcessPlan (as relating)";"";"";"";""
"";"ProcessPlanRelationship to Class (as relationType)";"";"";"";""
"";"ProcessPlanRelationship to ClassString (as relationType)";"";"";"";""
"";"ProcessPlanRelationship to ExternalClass (as relationType)";"";"";"";""
"";"ProcessPlanRelationship to ExternalOwlClass (as relationType)";"";"";"";""
