"BO";"Attribute";"ARM Element";"Source";"Rules";"Reference path"
"";"DateAndPersonAssignment to Part (as assignedTo)";"";"";"";""
"";"DateAndPersonAssignment to PartRelationship (as assignedTo)";"";"";"";""
"";"DateAndPersonAssignment to PartToIndividualPartAssociation (as assignedTo)";"";"";"";""
"";"DateAndPersonAssignment to PartVersion (as assignedTo)";"";"";"";""
"";"DateAndPersonAssignment to PartVersionRelationship (as assignedTo)";"";"";"";""
"";"DateAndPersonAssignment to PartVersionToIndividualPartVersionAssociation (as assignedTo)";"";"";"";""
"";"DateAndPersonAssignment to PartView (as assignedTo)";"";"";"";""
"";"DateAndPersonAssignment to PartViewRelationship (as assignedTo)";"";"";"";""
"";"DateAndPersonAssignment to PartViewToIndividualPartViewAssociation (as assignedTo)";"";"";"";""
"";"DateAndPersonAssignment to Person (as assignedTo)";"";"";"";""
"";"DateAndPersonAssignment to PersonInOrganization (as assignedTo)";"";"";"";""
"";"DateAndPersonAssignment to PersonInOrganizationRelationship (as assignedTo)";"";"";"";""
"";"DateAndPersonAssignment to ProcessOperationDefinition (as assignedTo)";"";"";"";""
"";"DateAndPersonAssignment to ProcessOperationOccurrence (as assignedTo)";"";"";"";""
"";"DateAndPersonAssignment to ProcessOperationResourceAssignment (as assignedTo)";"";"";"";""
"";"DateAndPersonAssignment to ProcessPlan (as assignedTo)";"";"";"";""
"";"DateAndPersonAssignment to ProductConcept (as assignedTo)";"";"";"";""
"";"DateAndPersonAssignment to ProductConfiguration (as assignedTo)";"";"";"";""
"";"DateAndPersonAssignment to Project (as assignedTo)";"";"";"";""
"";"DateAndPersonAssignment to ProjectAssignment (as assignedTo)";"";"";"";""
"";"DateAndPersonAssignment to PropertyDefinition (as assignedTo)";"";"";"";""
"";"DateAndPersonAssignment to PropertyDefinitionAssignment (as assignedTo)";"";"";"";""
"";"DateAndPersonAssignment to PropertyDefinitionRelationship (as assignedTo)";"";"";"";""
"";"DateAndPersonAssignment to PropertyDefinitionString (as assignedTo)";"";"";"";""
"";"DateAndPersonAssignment to PropertyValue (as assignedTo)";"";"";"";""
"";"DateAndPersonAssignment to PropertyValueAssignment (as assignedTo)";"";"";"";""
"";"DateAndPersonAssignment to PropertyValueRelationship (as assignedTo)";"";"";"";""
"";"DateAndPersonAssignment to Proxy (as assignedTo)";"";"";"";""
"";"DateAndPersonAssignment to RequirementAssignment (as assignedTo)";"";"";"";""
"";"DateAndPersonAssignment to RequirementSource (as assignedTo)";"";"";"";""
"";"DateAndPersonAssignment to RequirementVersion (as assignedTo)";"";"";"";""
"";"DateAndPersonAssignment to RequirementVersionRelationship (as assignedTo)";"";"";"";""
"";"DateAndPersonAssignment to RequirementView (as assignedTo)";"";"";"";""
"";"DateAndPersonAssignment to RequirementViewRelationship (as assignedTo)";"";"";"";""
"";"DateAndPersonAssignment to SecurityClassification (as assignedTo)";"";"";"";""
"";"DateAndPersonAssignment to SecurityClassificationAssignment (as assignedTo)";"";"";"";""
"";"DateAndPersonAssignment to SetMembership (as assignedTo)";"";"";"";""
"";"DateAndPersonAssignment to Specification (as assignedTo)";"";"";"";""
"";"DateAndPersonAssignment to SpecificationAssignment (as assignedTo)";"";"";"";""
"";"DateAndPersonAssignment to SpecificationCategory (as assignedTo)";"";"";"";""
"";"DateAndPersonAssignment to SpecificationCategoryAssignment (as assignedTo)";"";"";"";""
"";"DateAndPersonAssignment to SpecificationConditionAssignment (as assignedTo)";"";"";"";""
"";"DateAndPersonAssignment to SpecificationInclusion (as assignedTo)";"";"";"";""
"";"DateAndPersonAssignment to SpecificationInclusionAssignment (as assignedTo)";"";"";"";""
"";"DateAndPersonAssignment to StyledModel (as assignedTo)";"";"";"";""
"";"DateAndPersonAssignment to SubsetMember (as assignedTo)";"";"";"";""
"";"DateAndPersonAssignment to TimeIntervalAssignment (as assignedTo)";"";"";"";""
"";"DateAndPersonAssignment to ViewOccurrenceRelationship (as assignedTo)";"";"";"";""
"";"DateAndPersonAssignment to WorkOrder (as assignedTo)";"";"";"";""
"";"DateAndPersonAssignment to WorkOrderAssignment (as assignedTo)";"";"";"";""
"";"DateAndPersonAssignment to WorkRequest (as assignedTo)";"";"";"";""
"";"DateAndPersonAssignment to WorkRequestAssignment (as assignedTo)";"";"";"";""
"";"DateAndPersonAssignment to Classification (as classifiedAs)";"";"";"";""
"";"DateAndPersonAssignment to CharacterString (as description)";"";"";"";""
"";"DateAndPersonAssignment to Descriptor (as description)";"";"";"";""
"";"DateAndPersonAssignment to DescriptorSet (as description)";"";"";"";""
"";"DateAndPersonAssignment to LocalizedString (as description)";"";"";"";""
"";"DateAndPersonAssignment to TranslatedStringSet (as description)";"";"";"";""
"";"DateAndPersonAssignment to Identifier (as id)";"";"";"";""
"";"DateAndPersonAssignment to IdentifierSet (as id)";"";"";"";""
"";"DateAndPersonAssignment to IdentifierString (as id)";"";"";"";""
"";"DateAndPersonAssignment to Class (as role)";"";"";"";""
"";"DateAndPersonAssignment to ClassString (as role)";"";"";"";""
"";"DateAndPersonAssignment to ExternalClass (as role)";"";"";"";""
"";"DateAndPersonAssignment to ExternalOwlClass (as role)";"";"";"";""
"DateAndPersonOrganization";"";"";"";"";""
"";"DateAndPersonOrganization to DateTimeString (as date)";"";"";"";""
"";"DateAndPersonOrganization to Organization (as personOrOrganization)";"";"";"";""
"";"DateAndPersonOrganization to PersonInOrganization (as personOrOrganization)";"";"";"";""
"DateTimeAssignment";"";"";"";"";""
"";"DateTimeAssignment to DateTimeString (as assignedDate)";"";"";"";""
"";"DateTimeAssignment to Activity (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to ActivityAssignment (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to ActivityMethod (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to ActivityMethodAssignment (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to ActivityMethodRelationship (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to ActivityRelationship (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to AddressAssignment (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to AlternativeSolution (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to AlternativeSolutionRelationship (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to Approval (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to ApprovalAssignment (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to ApprovalRelationship (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to ApprovingPersonOrganization (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to AssemblyOccurrenceRelationshipSubstitution (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to AssemblyViewRelationshipSubstitution (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to Breakdown (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to BreakdownElement (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to BreakdownElementRealization (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to BreakdownElementVersion (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to BreakdownElementVersionRelationship (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to BreakdownElementView (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to BreakdownElementViewRelationship (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to BreakdownVersion (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to BreakdownVersionAssignment (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to BreakdownVersionRelationship (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to Certification (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to CertificationAssignment (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to Class (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to ClassString (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to Classification (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to Condition (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to ConditionAssignment (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to ConditionalConfiguration (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to ConfiguredAssemblyEffectivity (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to Contract (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to ContractAssignment (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to DateAndPersonAssignment (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to DateTimeAssignment (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to Descriptor (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to DescriptorRelationship (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to Document (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to DocumentAssignment (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to DocumentDefinition (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to DocumentDefinitionRelationship (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to DocumentVersion (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to DocumentVersionRelationship (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to Effectivity (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to EffectivityAssignment (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to Event (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to EventAssignment (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to ExternalClass (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to ExternalClassSystem (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to ExternalOwlClass (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to ExternalPropertyDefinition (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to File (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to FrozenAssignment (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to GeometricRepresentation (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to Identifier (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to IdentifierRelationship (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to IdentifierSet (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to IdentifierString (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to IndividualAssemblyRelationship (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to IndividualPartTestResult (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to IndividualPartVersion (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to IndividualPartVersionRelationship (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to IndividualPartView (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to IndividualPartViewRelationship (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to InformationUsageRight (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to InformationUsageRightAssignment (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to MaterialIdentification (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to MaterialPropertyAssignment (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to ModelPropertyAssignment (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to Occurrence (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to OccurrenceRelationship (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to Organization (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to OrganizationOrPersonInOrganizationAssignment (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to OrganizationRelationship (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to Part (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to PartRelationship (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to PartToIndividualPartAssociation (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to PartVersion (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to PartVersionRelationship (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to PartVersionToIndividualPartVersionAssociation (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to PartView (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to PartViewRelationship (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to PartViewToIndividualPartViewAssociation (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to Person (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to PersonInOrganization (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to PersonInOrganizationRelationship (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to ProcessOperationDefinition (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to ProcessOperationOccurrence (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to ProcessOperationResourceAssignment (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to ProcessPlan (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to ProductConcept (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to ProductConfiguration (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to Project (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to ProjectAssignment (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to PropertyDefinition (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to PropertyDefinitionAssignment (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to PropertyDefinitionRelationship (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to PropertyDefinitionString (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to PropertyValue (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to PropertyValueAssignment (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to PropertyValueRelationship (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to Proxy (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to RequirementAssignment (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to RequirementSource (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to RequirementVersion (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to RequirementVersionRelationship (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to RequirementView (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to RequirementViewRelationship (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to SecurityClassification (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to SecurityClassificationAssignment (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to SetMembership (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to Specification (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to SpecificationAssignment (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to SpecificationCategory (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to SpecificationCategoryAssignment (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to SpecificationConditionAssignment (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to SpecificationInclusion (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to SpecificationInclusionAssignment (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to StyledModel (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to SubsetMember (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to TimeIntervalAssignment (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to ViewOccurrenceRelationship (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to WorkOrder (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to WorkOrderAssignment (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to WorkRequest (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to WorkRequestAssignment (as assignedTo)";"";"";"";""
"";"DateTimeAssignment to Classification (as classifiedAs)";"";"";"";""
"";"DateTimeAssignment to CharacterString (as description)";"";"";"";""
"";"DateTimeAssignment to Descriptor (as description)";"";"";"";""
"";"DateTimeAssignment to DescriptorSet (as description)";"";"";"";""
"";"DateTimeAssignment to LocalizedString (as description)";"";"";"";""
"";"DateTimeAssignment to TranslatedStringSet (as description)";"";"";"";""
"";"DateTimeAssignment to Identifier (as id)";"";"";"";""
"";"DateTimeAssignment to IdentifierSet (as id)";"";"";"";""
"";"DateTimeAssignment to IdentifierString (as id)";"";"";"";""
"";"DateTimeAssignment to Class (as role)";"";"";"";""
"";"DateTimeAssignment to ClassString (as role)";"";"";"";""
"";"DateTimeAssignment to ExternalClass (as role)";"";"";"";""
"";"DateTimeAssignment to ExternalOwlClass (as role)";"";"";"";""
"Duration";"";"";"";"";""
"";"time";"";"";"";""
"";"unit";"";"";"";""
"Event";"";"";"";"";""
"";"Event to DateTimeString (as actualStartDate)";"";"";"";""
"";"Event to Classification (as classifiedAs)";"";"";"";""
"";"Event to CharacterString (as description)";"";"";"";""
"";"Event to Descriptor (as description)";"";"";"";""
"";"Event to DescriptorSet (as description)";"";"";"";""
"";"Event to LocalizedString (as description)";"";"";"";""
"";"Event to TranslatedStringSet (as description)";"";"";"";""
"";"Event to Class (as eventType)";"";"";"";""
"";"Event to ClassString (as eventType)";"";"";"";""
"";"Event to ExternalClass (as eventType)";"";"";"";""
"";"Event to ExternalOwlClass (as eventType)";"";"";"";""
"";"Event to Identifier (as id)";"";"";"";""
"";"Event to IdentifierSet (as id)";"";"";"";""
"";"Event to IdentifierString (as id)";"";"";"";""
"";"Event to Duration (as offset)";"";"";"";""
"";"Event to DateTimeString (as plannedStartDate)";"";"";"";""
"EventAssignment";"";"";"";"";""
"";"EventAssignment to Event (as assignedEvent)";"";"";"";""
"";"EventAssignment to Activity (as assignedTo)";"";"";"";""
"";"EventAssignment to ActivityAssignment (as assignedTo)";"";"";"";""
"";"EventAssignment to ActivityMethod (as assignedTo)";"";"";"";""
"";"EventAssignment to ActivityMethodAssignment (as assignedTo)";"";"";"";""
"";"EventAssignment to ActivityMethodRelationship (as assignedTo)";"";"";"";""
"";"EventAssignment to ActivityRelationship (as assignedTo)";"";"";"";""
"";"EventAssignment to AddressAssignment (as assignedTo)";"";"";"";""
"";"EventAssignment to AlternativeSolution (as assignedTo)";"";"";"";""
"";"EventAssignment to AlternativeSolutionRelationship (as assignedTo)";"";"";"";""
"";"EventAssignment to Approval (as assignedTo)";"";"";"";""
"";"EventAssignment to ApprovalAssignment (as assignedTo)";"";"";"";""
"";"EventAssignment to ApprovalRelationship (as assignedTo)";"";"";"";""
"";"EventAssignment to ApprovingPersonOrganization (as assignedTo)";"";"";"";""
"";"EventAssignment to AssemblyOccurrenceRelationshipSubstitution (as assignedTo)";"";"";"";""
"";"EventAssignment to AssemblyViewRelationshipSubstitution (as assignedTo)";"";"";"";""
"";"EventAssignment to Breakdown (as assignedTo)";"";"";"";""
"";"EventAssignment to BreakdownElement (as assignedTo)";"";"";"";""
"";"EventAssignment to BreakdownElementRealization (as assignedTo)";"";"";"";""
"";"EventAssignment to BreakdownElementVersion (as assignedTo)";"";"";"";""
"";"EventAssignment to BreakdownElementVersionRelationship (as assignedTo)";"";"";"";""
"";"EventAssignment to BreakdownElementView (as assignedTo)";"";"";"";""
"";"EventAssignment to BreakdownElementViewRelationship (as assignedTo)";"";"";"";""
"";"EventAssignment to BreakdownVersion (as assignedTo)";"";"";"";""
"";"EventAssignment to BreakdownVersionAssignment (as assignedTo)";"";"";"";""
"";"EventAssignment to BreakdownVersionRelationship (as assignedTo)";"";"";"";""
"";"EventAssignment to Certification (as assignedTo)";"";"";"";""
"";"EventAssignment to CertificationAssignment (as assignedTo)";"";"";"";""
"";"EventAssignment to Class (as assignedTo)";"";"";"";""
"";"EventAssignment to ClassString (as assignedTo)";"";"";"";""
"";"EventAssignment to Classification (as assignedTo)";"";"";"";""
"";"EventAssignment to Condition (as assignedTo)";"";"";"";""
"";"EventAssignment to ConditionAssignment (as assignedTo)";"";"";"";""
"";"EventAssignment to ConditionalConfiguration (as assignedTo)";"";"";"";""
"";"EventAssignment to ConfiguredAssemblyEffectivity (as assignedTo)";"";"";"";""
"";"EventAssignment to Contract (as assignedTo)";"";"";"";""
"";"EventAssignment to ContractAssignment (as assignedTo)";"";"";"";""
"";"EventAssignment to DateAndPersonAssignment (as assignedTo)";"";"";"";""
"";"EventAssignment to DateTimeAssignment (as assignedTo)";"";"";"";""
"";"EventAssignment to Descriptor (as assignedTo)";"";"";"";""
"";"EventAssignment to DescriptorRelationship (as assignedTo)";"";"";"";""
"";"EventAssignment to Document (as assignedTo)";"";"";"";""
"";"EventAssignment to DocumentAssignment (as assignedTo)";"";"";"";""
"";"EventAssignment to DocumentDefinition (as assignedTo)";"";"";"";""
"";"EventAssignment to DocumentDefinitionRelationship (as assignedTo)";"";"";"";""
"";"EventAssignment to DocumentVersion (as assignedTo)";"";"";"";""
"";"EventAssignment to DocumentVersionRelationship (as assignedTo)";"";"";"";""
"";"EventAssignment to Effectivity (as assignedTo)";"";"";"";""
"";"EventAssignment to EffectivityAssignment (as assignedTo)";"";"";"";""
"";"EventAssignment to EventAssignment (as assignedTo)";"";"";"";""
"";"EventAssignment to ExternalClass (as assignedTo)";"";"";"";""
"";"EventAssignment to ExternalClassSystem (as assignedTo)";"";"";"";""
"";"EventAssignment to ExternalOwlClass (as assignedTo)";"";"";"";""
"";"EventAssignment to ExternalPropertyDefinition (as assignedTo)";"";"";"";""
"";"EventAssignment to File (as assignedTo)";"";"";"";""
"";"EventAssignment to FrozenAssignment (as assignedTo)";"";"";"";""
"";"EventAssignment to GeometricRepresentation (as assignedTo)";"";"";"";""
"";"EventAssignment to Identifier (as assignedTo)";"";"";"";""
"";"EventAssignment to IdentifierRelationship (as assignedTo)";"";"";"";""
