"BO";"Attribute";"ARM Element";"Source";"Rules";"Reference path"
"";"FileRelationship to DescriptorSet (as description)";"";"";"";""
"";"FileRelationship to LocalizedString (as description)";"";"";"";""
"";"FileRelationship to TranslatedStringSet (as description)";"";"";"";""
"";"FileRelationship to Identifier (as id)";"";"";"";""
"";"FileRelationship to IdentifierSet (as id)";"";"";"";""
"";"FileRelationship to IdentifierString (as id)";"";"";"";""
"";"FileRelationship to File (as related)";"";"";"";""
"";"FileRelationship to File (as relating)";"";"";"";""
"";"FileRelationship to Class (as relationType)";"";"";"";""
"";"FileRelationship to ClassString (as relationType)";"";"";"";""
"";"FileRelationship to ExternalClass (as relationType)";"";"";"";""
"";"FileRelationship to ExternalOwlClass (as relationType)";"";"";"";""
"FormatProperty";"";"";"";"";""
"";"FormatProperty to Class (as characterCode)";"";"";"";""
"";"FormatProperty to ClassString (as characterCode)";"";"";"";""
"";"FormatProperty to ExternalClass (as characterCode)";"";"";"";""
"";"FormatProperty to ExternalOwlClass (as characterCode)";"";"";"";""
"";"FormatProperty to Class (as dataFormat)";"";"";"";""
"";"FormatProperty to ClassString (as dataFormat)";"";"";"";""
"";"FormatProperty to ExternalClass (as dataFormat)";"";"";"";""
"";"FormatProperty to ExternalOwlClass (as dataFormat)";"";"";"";""
"";"FormatProperty to CharacterString (as description)";"";"";"";""
"";"FormatProperty to Descriptor (as description)";"";"";"";""
"";"FormatProperty to DescriptorSet (as description)";"";"";"";""
"";"FormatProperty to LocalizedString (as description)";"";"";"";""
"";"FormatProperty to TranslatedStringSet (as description)";"";"";"";""
"";"FormatProperty to Identifier (as id)";"";"";"";""
"";"FormatProperty to IdentifierSet (as id)";"";"";"";""
"";"FormatProperty to IdentifierString (as id)";"";"";"";""
"";"FormatProperty to RectangularSize (as sizeFormat)";"";"";"";""
"Hardcopy";"";"";"";"";""
"NamedSize";"";"";"";"";""
"";"NamedSize to Class (as size)";"";"";"";""
"";"NamedSize to ClassString (as size)";"";"";"";""
"";"NamedSize to ExternalClass (as size)";"";"";"";""
"";"NamedSize to ExternalOwlClass (as size)";"";"";"";""
"PhysicalDocumentDefinition";"";"";"";"";""
"";"PhysicalDocumentDefinition to Hardcopy (as components)";"";"";"";""
"RectangularSize";"";"";"";"";""
"";"RectangularSize to ValueWithUnit (as density)";"";"";"";""
"";"RectangularSize to ValueWithUnit (as height)";"";"";"";""
"";"RectangularSize to ValueWithUnit (as width)";"";"";"";""
"SizeProperty";"";"";"";"";""
"";"SizeProperty to CharacterString (as description)";"";"";"";""
"";"SizeProperty to Descriptor (as description)";"";"";"";""
"";"SizeProperty to DescriptorSet (as description)";"";"";"";""
"";"SizeProperty to LocalizedString (as description)";"";"";"";""
"";"SizeProperty to TranslatedStringSet (as description)";"";"";"";""
"";"SizeProperty to ValueWithUnit (as fileSize)";"";"";"";""
"";"SizeProperty to ValueWithUnit (as pageCount)";"";"";"";""
