"BO";"Attribute";"ARM Element";"Source";"Rules";"Reference path"
"Activity";"";"";"";"";""
"";"Activity to Class (as activityType)";"";"";"";""
"";"Activity to ClassString (as activityType)";"";"";"";""
"";"Activity to ExternalClass (as activityType)";"";"";"";""
"";"Activity to ExternalOwlClass (as activityType)";"";"";"";""
"";"Activity to ActivityMethod (as chosenMethod)";"";"";"";""
"";"Activity to Classification (as classifiedAs)";"";"";"";""
"";"Activity to Organization (as concernedOrganizations)";"";"";"";""
"";"Activity to CharacterString (as description)";"";"";"";""
"";"Activity to Descriptor (as description)";"";"";"";""
"";"Activity to DescriptorSet (as description)";"";"";"";""
"";"Activity to LocalizedString (as description)";"";"";"";""
"";"Activity to TranslatedStringSet (as description)";"";"";"";""
"";"Activity to Identifier (as id)";"";"";"";""
"";"Activity to IdentifierSet (as id)";"";"";"";""
"";"Activity to IdentifierString (as id)";"";"";"";""
"";"Activity to ActivityMethod (as possibleMethods)";"";"";"";""
"";"Activity to DateAndPersonOrganization (as requestor)";"";"";"";""
"";"Activity to ExternalItem (as sameAs)";"";"";"";""
"";"Activity to ExternalOwlObject (as sameAs)";"";"";"";""
"";"Activity to Proxy (as sameAs)";"";"";"";""
"";"Activity to ProxyString (as sameAs)";"";"";"";""
"";"Activity to Class (as status)";"";"";"";""
"";"Activity to ClassString (as status)";"";"";"";""
"";"Activity to ExternalClass (as status)";"";"";"";""
"";"Activity to ExternalOwlClass (as status)";"";"";"";""
"";"Activity to Organization (as supplyingOrganizations)";"";"";"";""
"ActivityAssignment";"";"";"";"";""
"";"ActivityAssignment to Activity (as assignedActivity)";"";"";"";""
"";"ActivityAssignment to Activity (as assignedTo)";"";"";"";""
"";"ActivityAssignment to ActivityAssignment (as assignedTo)";"";"";"";""
"";"ActivityAssignment to ActivityMethod (as assignedTo)";"";"";"";""
"";"ActivityAssignment to ActivityMethodAssignment (as assignedTo)";"";"";"";""
"";"ActivityAssignment to ActivityRelationship (as assignedTo)";"";"";"";""
"";"ActivityAssignment to AddressAssignment (as assignedTo)";"";"";"";""
"";"ActivityAssignment to AlternatePartRelationship (as assignedTo)";"";"";"";""
"";"ActivityAssignment to AlternativeSolution (as assignedTo)";"";"";"";""
"";"ActivityAssignment to ApprovalAssignment (as assignedTo)";"";"";"";""
"";"ActivityAssignment to AssemblyOccurrenceRelationshipSubstitution (as assignedTo)";"";"";"";""
"";"ActivityAssignment to AssemblyViewRelationshipSubstitution (as assignedTo)";"";"";"";""
"";"ActivityAssignment to AssignmentObjectRelationship (as assignedTo)";"";"";"";""
"";"ActivityAssignment to Breakdown (as assignedTo)";"";"";"";""
"";"ActivityAssignment to BreakdownElement (as assignedTo)";"";"";"";""
"";"ActivityAssignment to BreakdownElementRealization (as assignedTo)";"";"";"";""
"";"ActivityAssignment to BreakdownElementVersion (as assignedTo)";"";"";"";""
"";"ActivityAssignment to BreakdownElementVersionRelationship (as assignedTo)";"";"";"";""
"";"ActivityAssignment to BreakdownElementView (as assignedTo)";"";"";"";""
"";"ActivityAssignment to BreakdownElementViewRelationship (as assignedTo)";"";"";"";""
"";"ActivityAssignment to BreakdownVersion (as assignedTo)";"";"";"";""
"";"ActivityAssignment to BreakdownVersionAssignment (as assignedTo)";"";"";"";""
"";"ActivityAssignment to BreakdownVersionRelationship (as assignedTo)";"";"";"";""
"";"ActivityAssignment to CertificationAssignment (as assignedTo)";"";"";"";""
"";"ActivityAssignment to Class (as assignedTo)";"";"";"";""
"";"ActivityAssignment to ClassString (as assignedTo)";"";"";"";""
"";"ActivityAssignment to Condition (as assignedTo)";"";"";"";""
"";"ActivityAssignment to ConditionAssignment (as assignedTo)";"";"";"";""
"";"ActivityAssignment to ConditionalConfiguration (as assignedTo)";"";"";"";""
"";"ActivityAssignment to ConfiguredAssemblyEffectivity (as assignedTo)";"";"";"";""
"";"ActivityAssignment to Contract (as assignedTo)";"";"";"";""
"";"ActivityAssignment to ContractAssignment (as assignedTo)";"";"";"";""
"";"ActivityAssignment to DateAndPersonAssignment (as assignedTo)";"";"";"";""
"";"ActivityAssignment to DateTimeAssignment (as assignedTo)";"";"";"";""
"";"ActivityAssignment to Document (as assignedTo)";"";"";"";""
"";"ActivityAssignment to DocumentAssignment (as assignedTo)";"";"";"";""
"";"ActivityAssignment to DocumentDefinition (as assignedTo)";"";"";"";""
"";"ActivityAssignment to DocumentDefinitionRelationship (as assignedTo)";"";"";"";""
"";"ActivityAssignment to DocumentVersion (as assignedTo)";"";"";"";""
"";"ActivityAssignment to DocumentVersionRelationship (as assignedTo)";"";"";"";""
"";"ActivityAssignment to Effectivity (as assignedTo)";"";"";"";""
"";"ActivityAssignment to EffectivityAssignment (as assignedTo)";"";"";"";""
"";"ActivityAssignment to Event (as assignedTo)";"";"";"";""
"";"ActivityAssignment to EventAssignment (as assignedTo)";"";"";"";""
"";"ActivityAssignment to ExternalClass (as assignedTo)";"";"";"";""
"";"ActivityAssignment to ExternalOwlClass (as assignedTo)";"";"";"";""
"";"ActivityAssignment to File (as assignedTo)";"";"";"";""
"";"ActivityAssignment to FrozenAssignment (as assignedTo)";"";"";"";""
"";"ActivityAssignment to GeometricModel (as assignedTo)";"";"";"";""
"";"ActivityAssignment to IndividualAssemblyRelationship (as assignedTo)";"";"";"";""
"";"ActivityAssignment to IndividualPart (as assignedTo)";"";"";"";""
"";"ActivityAssignment to IndividualPartVersion (as assignedTo)";"";"";"";""
"";"ActivityAssignment to IndividualPartVersionRelationship (as assignedTo)";"";"";"";""
"";"ActivityAssignment to IndividualPartView (as assignedTo)";"";"";"";""
"";"ActivityAssignment to IndividualPartViewRelationship (as assignedTo)";"";"";"";""
"";"ActivityAssignment to InformationUsageRightAssignment (as assignedTo)";"";"";"";""
"";"ActivityAssignment to MaterialIdentification (as assignedTo)";"";"";"";""
"";"ActivityAssignment to MaterialPropertyAssignment (as assignedTo)";"";"";"";""
"";"ActivityAssignment to ModelPropertyAssignment (as assignedTo)";"";"";"";""
"";"ActivityAssignment to Occurrence (as assignedTo)";"";"";"";""
"";"ActivityAssignment to OccurrenceRelationship (as assignedTo)";"";"";"";""
"";"ActivityAssignment to Organization (as assignedTo)";"";"";"";""
"";"ActivityAssignment to OrganizationOrPersonInOrganizationAssignment (as assignedTo)";"";"";"";""
"";"ActivityAssignment to Part (as assignedTo)";"";"";"";""
"";"ActivityAssignment to PartVersion (as assignedTo)";"";"";"";""
"";"ActivityAssignment to PartVersionRelationship (as assignedTo)";"";"";"";""
"";"ActivityAssignment to PartView (as assignedTo)";"";"";"";""
"";"ActivityAssignment to PartViewRelationship (as assignedTo)";"";"";"";""
"";"ActivityAssignment to Person (as assignedTo)";"";"";"";""
"";"ActivityAssignment to PersonInOrganization (as assignedTo)";"";"";"";""
"";"ActivityAssignment to ProcessOperationDefinition (as assignedTo)";"";"";"";""
"";"ActivityAssignment to ProcessOperationOccurrence (as assignedTo)";"";"";"";""
"";"ActivityAssignment to ProcessOperationResourceAssignment (as assignedTo)";"";"";"";""
"";"ActivityAssignment to ProcessPlan (as assignedTo)";"";"";"";""
"";"ActivityAssignment to ProductClass (as assignedTo)";"";"";"";""
"";"ActivityAssignment to ProductConfiguration (as assignedTo)";"";"";"";""
"";"ActivityAssignment to Project (as assignedTo)";"";"";"";""
"";"ActivityAssignment to ProjectAssignment (as assignedTo)";"";"";"";""
"";"ActivityAssignment to ProjectRelationship (as assignedTo)";"";"";"";""
"";"ActivityAssignment to PropertyDefinitionAssignment (as assignedTo)";"";"";"";""
"";"ActivityAssignment to PropertyDefinitionRelationship (as assignedTo)";"";"";"";""
"";"ActivityAssignment to PropertyValue (as assignedTo)";"";"";"";""
"";"ActivityAssignment to PropertyValueAssignment (as assignedTo)";"";"";"";""
"";"ActivityAssignment to PropertyValueRelationship (as assignedTo)";"";"";"";""
"";"ActivityAssignment to Requirement (as assignedTo)";"";"";"";""
"";"ActivityAssignment to RequirementAssignment (as assignedTo)";"";"";"";""
"";"ActivityAssignment to RequirementVersion (as assignedTo)";"";"";"";""
"";"ActivityAssignment to RequirementVersionRelationship (as assignedTo)";"";"";"";""
"";"ActivityAssignment to RequirementView (as assignedTo)";"";"";"";""
"";"ActivityAssignment to RequirementViewRelationship (as assignedTo)";"";"";"";""
"";"ActivityAssignment to SecurityClassificationAssignment (as assignedTo)";"";"";"";""
"";"ActivityAssignment to Specification (as assignedTo)";"";"";"";""
"";"ActivityAssignment to SpecificationAssignment (as assignedTo)";"";"";"";""
"";"ActivityAssignment to SpecificationCategory (as assignedTo)";"";"";"";""
"";"ActivityAssignment to SpecificationCategoryAssignment (as assignedTo)";"";"";"";""
"";"ActivityAssignment to SpecificationConditionAssignment (as assignedTo)";"";"";"";""
"";"ActivityAssignment to SpecificationInclusion (as assignedTo)";"";"";"";""
"";"ActivityAssignment to SpecificationInclusionAssignment (as assignedTo)";"";"";"";""
"";"ActivityAssignment to StyledModel (as assignedTo)";"";"";"";""
"";"ActivityAssignment to TimeIntervalAssignment (as assignedTo)";"";"";"";""
"";"ActivityAssignment to ViewOccurrenceRelationship (as assignedTo)";"";"";"";""
"";"ActivityAssignment to WorkOrderAssignment (as assignedTo)";"";"";"";""
"";"ActivityAssignment to WorkRequestAssignment (as assignedTo)";"";"";"";""
"";"ActivityAssignment to Classification (as classifiedAs)";"";"";"";""
"";"ActivityAssignment to CharacterString (as description)";"";"";"";""
"";"ActivityAssignment to Descriptor (as description)";"";"";"";""
"";"ActivityAssignment to DescriptorSet (as description)";"";"";"";""
"";"ActivityAssignment to LocalizedString (as description)";"";"";"";""
"";"ActivityAssignment to TranslatedStringSet (as description)";"";"";"";""
"";"ActivityAssignment to Identifier (as id)";"";"";"";""
"";"ActivityAssignment to IdentifierSet (as id)";"";"";"";""
"";"ActivityAssignment to IdentifierString (as id)";"";"";"";""
"";"ActivityAssignment to Class (as role)";"";"";"";""
"";"ActivityAssignment to ClassString (as role)";"";"";"";""
"";"ActivityAssignment to ExternalClass (as role)";"";"";"";""
"";"ActivityAssignment to ExternalOwlClass (as role)";"";"";"";""
"ActivityHappeningRelationship";"";"";"";"";""
"";"ActivityHappeningRelationship to ActualActivity (as related)";"";"";"";""
"";"ActivityHappeningRelationship to PlannedActivity (as relating)";"";"";"";""
"";"ActivityHappeningRelationship to Class (as relationType)";"";"";"";""
"";"ActivityHappeningRelationship to ClassString (as relationType)";"";"";"";""
"";"ActivityHappeningRelationship to ExternalClass (as relationType)";"";"";"";""
"";"ActivityHappeningRelationship to ExternalOwlClass (as relationType)";"";"";"";""
"ActivityMethod";"";"";"";"";""
"";"ActivityMethod to Classification (as classifiedAs)";"";"";"";""
"";"ActivityMethod to CharacterString (as consequence)";"";"";"";""
"";"ActivityMethod to LocalizedString (as consequence)";"";"";"";""
"";"ActivityMethod to TranslatedStringSet (as consequence)";"";"";"";""
"";"ActivityMethod to CharacterString (as description)";"";"";"";""
"";"ActivityMethod to Descriptor (as description)";"";"";"";""
"";"ActivityMethod to DescriptorSet (as description)";"";"";"";""
"";"ActivityMethod to LocalizedString (as description)";"";"";"";""
"";"ActivityMethod to TranslatedStringSet (as description)";"";"";"";""
"";"ActivityMethod to Identifier (as id)";"";"";"";""
"";"ActivityMethod to IdentifierSet (as id)";"";"";"";""
"";"ActivityMethod to IdentifierString (as id)";"";"";"";""
"";"ActivityMethod to CharacterString (as name)";"";"";"";""
"";"ActivityMethod to Descriptor (as name)";"";"";"";""
"";"ActivityMethod to DescriptorSet (as name)";"";"";"";""
"";"ActivityMethod to LocalizedString (as name)";"";"";"";""
"";"ActivityMethod to TranslatedStringSet (as name)";"";"";"";""
"";"ActivityMethod to CharacterString (as purpose)";"";"";"";""
"";"ActivityMethod to LocalizedString (as purpose)";"";"";"";""
"";"ActivityMethod to TranslatedStringSet (as purpose)";"";"";"";""
"";"ActivityMethod to ExternalItem (as sameAs)";"";"";"";""
"";"ActivityMethod to ExternalOwlObject (as sameAs)";"";"";"";""
"";"ActivityMethod to Proxy (as sameAs)";"";"";"";""
"";"ActivityMethod to ProxyString (as sameAs)";"";"";"";""
"ActivityMethodAssignment";"";"";"";"";""
"";"ActivityMethodAssignment to ActivityMethod (as assignedActivityMethod)";"";"";"";""
"";"ActivityMethodAssignment to Activity (as assignedTo)";"";"";"";""
"";"ActivityMethodAssignment to ActivityAssignment (as assignedTo)";"";"";"";""
"";"ActivityMethodAssignment to ActivityMethod (as assignedTo)";"";"";"";""
"";"ActivityMethodAssignment to ActivityMethodAssignment (as assignedTo)";"";"";"";""
