"BO";"Attribute";"ARM Element";"Source";"Rules";"Reference path"
"Occurrence";"";"";"";"";""
"";"Occurrence to Classification (as classifiedAs)";"";"";"";""
"";"Occurrence to GeometricModel (as definingGeometry)";"";"";"";""
"";"Occurrence to PartView (as definition)";"";"";"";""
"";"Occurrence to ProductConfiguration (as definition)";"";"";"";""
"";"Occurrence to CharacterString (as description)";"";"";"";""
"";"Occurrence to Descriptor (as description)";"";"";"";""
"";"Occurrence to DescriptorSet (as description)";"";"";"";""
"";"Occurrence to LocalizedString (as description)";"";"";"";""
"";"Occurrence to TranslatedStringSet (as description)";"";"";"";""
"";"Occurrence to Identifier (as id)";"";"";"";""
"";"Occurrence to IdentifierSet (as id)";"";"";"";""
"";"Occurrence to IdentifierString (as id)";"";"";"";""
"OccurrenceRelationship";"";"";"";"";""
"";"OccurrenceRelationship to Classification (as classifiedAs)";"";"";"";""
"";"OccurrenceRelationship to CharacterString (as description)";"";"";"";""
"";"OccurrenceRelationship to Descriptor (as description)";"";"";"";""
"";"OccurrenceRelationship to DescriptorSet (as description)";"";"";"";""
"";"OccurrenceRelationship to LocalizedString (as description)";"";"";"";""
"";"OccurrenceRelationship to TranslatedStringSet (as description)";"";"";"";""
"";"OccurrenceRelationship to Occurrence (as related)";"";"";"";""
"";"OccurrenceRelationship to Occurrence (as relating)";"";"";"";""
"";"OccurrenceRelationship to Class (as relationType)";"";"";"";""
"";"OccurrenceRelationship to ClassString (as relationType)";"";"";"";""
"";"OccurrenceRelationship to ExternalClass (as relationType)";"";"";"";""
"";"OccurrenceRelationship to ExternalOwlClass (as relationType)";"";"";"";""
"QuantifiedOccurrence";"";"";"";"";""
"";"QuantifiedOccurrence to NumericalValue (as quantity)";"";"";"";""
"ReplacedUsageRelationship";"";"";"";"";""
"";"ReplacedUsageRelationship to ClassString (as relationType)";"";"";"";""
"";"ReplacedUsageRelationship to BreakdownElementRealization (as usageContext)";"";"";"";""
"";"ReplacedUsageRelationship to ProcessOperationInputOrOutput (as usageContext)";"";"";"";""
"";"ReplacedUsageRelationship to ViewOccurrenceRelationship (as usageContext)";"";"";"";""
"SelectedOccurrence";"";"";"";"";""
"";"SelectedOccurrence to CharacterString (as criterion)";"";"";"";""
"";"SelectedOccurrence to LocalizedString (as criterion)";"";"";"";""
"";"SelectedOccurrence to TranslatedStringSet (as criterion)";"";"";"";""
"";"SelectedOccurrence to ValueWithUnit (as quantity)";"";"";"";""
"SingleOccurrence";"";"";"";"";""
"SpecifiedOccurrence";"";"";"";"";""
"";"SpecifiedOccurrence to AssemblyDefinition (as assemblyContext)";"";"";"";""
"";"SpecifiedOccurrence to Occurrence (as subAssemblyRelationship)";"";"";"";""
"";"SpecifiedOccurrence to Occurrence (as upperAssemblyRelationship)";"";"";"";""
"ViewOccurrenceRelationship";"";"";"";"";""
"";"ViewOccurrenceRelationship to Classification (as classifiedAs)";"";"";"";""
"";"ViewOccurrenceRelationship to CharacterString (as description)";"";"";"";""
"";"ViewOccurrenceRelationship to Descriptor (as description)";"";"";"";""
"";"ViewOccurrenceRelationship to DescriptorSet (as description)";"";"";"";""
"";"ViewOccurrenceRelationship to LocalizedString (as description)";"";"";"";""
"";"ViewOccurrenceRelationship to TranslatedStringSet (as description)";"";"";"";""
"";"ViewOccurrenceRelationship to Occurrence (as related)";"";"";"";""
"";"ViewOccurrenceRelationship to PartView (as relating)";"";"";"";""
"";"ViewOccurrenceRelationship to Class (as relationType)";"";"";"";""
"";"ViewOccurrenceRelationship to ClassString (as relationType)";"";"";"";""
"";"ViewOccurrenceRelationship to ExternalClass (as relationType)";"";"";"";""
"";"ViewOccurrenceRelationship to ExternalOwlClass (as relationType)";"";"";"";""
