"BO";"Attribute";"ARM Element";"Source";"Rules";"Reference path"
"";"GeneralShapeDependentProperty to ExternalPropertyDefinition (as propertyType)";"";"";"";""
"";"GeneralShapeDependentProperty to PropertyDefinition (as propertyType)";"";"";"";""
"";"GeneralShapeDependentProperty to PropertyDefinitionString (as propertyType)";"";"";"";""
"";"GeneralShapeDependentProperty to CartesianPoint (as propertyValue)";"";"";"";""
"";"GeneralShapeDependentProperty to NumericalValue (as propertyValue)";"";"";"";""
"";"GeneralShapeDependentProperty to Unit (as unit)";"";"";"";""
"MeasureQualification";"";"";"";"";""
"";"MeasureQualification to Classification (as classifiedAs)";"";"";"";""
"";"MeasureQualification to CharacterString (as description)";"";"";"";""
"";"MeasureQualification to Descriptor (as description)";"";"";"";""
"";"MeasureQualification to DescriptorSet (as description)";"";"";"";""
"";"MeasureQualification to LocalizedString (as description)";"";"";"";""
"";"MeasureQualification to TranslatedStringSet (as description)";"";"";"";""
"";"MeasureQualification to ExternalTypeQualifier (as qualifiers)";"";"";"";""
"";"MeasureQualification to PreDefinedTypeQualifier (as qualifiers)";"";"";"";""
"";"MeasureQualification to PrecisionQualifier (as qualifiers)";"";"";"";""
"";"MeasureQualification to UncertaintyQualifier (as qualifiers)";"";"";"";""
"ModelProperty";"";"";"";"";""
"";"ModelProperty to ExternalPropertyDefinition (as definition)";"";"";"";""
"";"ModelProperty to PropertyDefinition (as definition)";"";"";"";""
"";"ModelProperty to PropertyDefinitionString (as definition)";"";"";"";""
"";"ModelProperty to GeometricModel (as specifiedValue)";"";"";"";""
"";"ModelProperty to StyledModel (as specifiedValue)";"";"";"";""
"ModelPropertyAssignment";"";"";"";"";""
"";"ModelPropertyAssignment to ModelProperty (as assignedProperty)";"";"";"";""
"";"ModelPropertyAssignment to Activity (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to ActivityAssignment (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to ActivityMethod (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to ActivityMethodAssignment (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to ActivityMethodRelationship (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to ActivityRelationship (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to Address (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to AddressAssignment (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to AlternativeSolution (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to Approval (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to ApprovalAssignment (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to BreakdownElementRealization (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to BreakdownElementRelationship (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to BreakdownElementVersionRelationship (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to BreakdownElementView (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to BreakdownElementViewRelationship (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to BreakdownRelationship (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to BreakdownVersion (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to BreakdownVersionAssignment (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to BreakdownVersionRelationship (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to CertificationAssignment (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to Condition (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to ConditionAssignment (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to ConditionRelationship (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to Contract (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to ContractAssignment (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to ContractRelationship (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to DateAndPersonAssignment (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to DateTimeAssignment (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to DocumentAssignment (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to DocumentDefinition (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to DocumentDefinitionRelationship (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to DocumentRelationship (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to DocumentVersionRelationship (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to EffectivityAssignment (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to EventAssignment (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to File (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to FileRelationship (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to FrozenAssignment (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to InZone (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to IndividualPartRelationship (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to IndividualPartVersionRelationship (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to IndividualPartView (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to IndividualPartViewRelationship (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to InformationUsageRightAssignment (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to MaterialPropertyAssignment (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to ModelPropertyAssignment (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to Occurrence (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to OccurrenceRelationship (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to OrganizationOrPersonInOrganizationAssignment (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to OrganizationRelationship (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to Part (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to PartRelationship (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to PartVersion (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to PartVersionRelationship (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to PartView (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to PartViewRelationship (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to Person (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to PersonInOrganization (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to ProcessOperationDefinition (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to ProcessOperationOccurrence (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to ProcessOperationResourceAssignment (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to ProcessPlan (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to ProductConcept (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to ProductConfiguration (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to ProductConfigurationRelationship (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to Project (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to ProjectAssignment (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to ProjectRelationship (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to PropertyDefinitionAssignment (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to PropertyDefinitionRelationship (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to PropertyValueAssignment (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to PropertyValueRelationship (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to RequirementAssignment (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to RequirementRelationship (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to RequirementSource (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to RequirementVersionRelationship (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to RequirementView (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to RequirementViewRelationship (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to SecurityClassificationAssignment (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to ShapeElement (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to ShapeElementRelationship (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to Specification (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to SpecificationAssignment (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to SpecificationCategoryAssignment (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to SpecificationConditionAssignment (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to SpecificationInclusionAssignment (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to TimeIntervalAssignment (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to ViewOccurrenceRelationship (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to WorkOrder (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to WorkOrderAssignment (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to WorkRequest (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to WorkRequestAssignment (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to WorkRequestRelationship (as assignedTo)";"";"";"";""
"";"ModelPropertyAssignment to Classification (as classifiedAs)";"";"";"";""
"";"ModelPropertyAssignment to CharacterString (as description)";"";"";"";""
"";"ModelPropertyAssignment to Descriptor (as description)";"";"";"";""
"";"ModelPropertyAssignment to DescriptorSet (as description)";"";"";"";""
"";"ModelPropertyAssignment to LocalizedString (as description)";"";"";"";""
"";"ModelPropertyAssignment to TranslatedStringSet (as description)";"";"";"";""
"";"ModelPropertyAssignment to Identifier (as id)";"";"";"";""
"";"ModelPropertyAssignment to IdentifierSet (as id)";"";"";"";""
"";"ModelPropertyAssignment to IdentifierString (as id)";"";"";"";""
"";"ModelPropertyAssignment to Class (as role)";"";"";"";""
"";"ModelPropertyAssignment to ClassString (as role)";"";"";"";""
"";"ModelPropertyAssignment to ExternalClass (as role)";"";"";"";""
"";"ModelPropertyAssignment to ExternalOwlClass (as role)";"";"";"";""
"";"ModelPropertyAssignment to Organization (as validityContext)";"";"";"";""
"";"ModelPropertyAssignment to ProductClass (as validityContext)";"";"";"";""
"";"ModelPropertyAssignment to ProductConfiguration (as validityContext)";"";"";"";""
"MomentsOfInertia";"";"";"";"";""
"";"MomentsOfInertia to GeometricCoordinateSpace (as definedIn)";"";"";"";""
"";"MomentsOfInertia to NumericalValue (as inertiaValue)";"";"";"";""
"";"MomentsOfInertia to AxisPlacement (as referenceAxisPlacement)";"";"";"";""
"NumericalContext";"";"";"";"";""
"";"accuracy";"";"";"";""
"";"NumericalContext to Classification (as classifiedAs)";"";"";"";""
"";"NumericalContext to CharacterString (as description)";"";"";"";""
"";"NumericalContext to Descriptor (as description)";"";"";"";""
"";"NumericalContext to DescriptorSet (as description)";"";"";"";""
"";"NumericalContext to LocalizedString (as description)";"";"";"";""
"";"NumericalContext to TranslatedStringSet (as description)";"";"";"";""
"";"significantDigits";"";"";"";""
"NumericalValue";"";"";"";"";""
"";"valueComponent";"";"";"";""
"";"NumericalValue to NumericalContext (as valueContext)";"";"";"";""
"PrecisionQualifier";"";"";"";"";""
"";"PrecisionQualifier to ExternalItem (as sameAs)";"";"";"";""
"";"PrecisionQualifier to ExternalOwlObject (as sameAs)";"";"";"";""
"";"PrecisionQualifier to Proxy (as sameAs)";"";"";"";""
"";"PrecisionQualifier to ProxyString (as sameAs)";"";"";"";""
"";"significantDigits";"";"";"";""
"PreDefinedTypeQualifier";"";"";"";"";""
"";"PreDefinedTypeQualifier to Class (as name)";"";"";"";""
"";"PreDefinedTypeQualifier to ClassString (as name)";"";"";"";""
"";"PreDefinedTypeQualifier to ExternalClass (as name)";"";"";"";""
"";"PreDefinedTypeQualifier to ExternalOwlClass (as name)";"";"";"";""
"PropertyDefinition";"";"";"";"";""
"";"PropertyDefinition to ExternalUnit (as allowedUnits)";"";"";"";""
"";"PropertyDefinition to Unit (as allowedUnits)";"";"";"";""
"";"PropertyDefinition to Classification (as classifiedAs)";"";"";"";""
"";"PropertyDefinition to CharacterString (as description)";"";"";"";""
"";"PropertyDefinition to Descriptor (as description)";"";"";"";""
"";"PropertyDefinition to DescriptorSet (as description)";"";"";"";""
"";"PropertyDefinition to LocalizedString (as description)";"";"";"";""
"";"PropertyDefinition to TranslatedStringSet (as description)";"";"";"";""
"";"PropertyDefinition to Identifier (as id)";"";"";"";""
"";"PropertyDefinition to IdentifierSet (as id)";"";"";"";""
"";"PropertyDefinition to IdentifierString (as id)";"";"";"";""
"";"PropertyDefinition to Class (as propertyType)";"";"";"";""
"";"PropertyDefinition to ClassString (as propertyType)";"";"";"";""
"";"PropertyDefinition to ExternalClass (as propertyType)";"";"";"";""
"";"PropertyDefinition to ExternalOwlClass (as propertyType)";"";"";"";""
"";"PropertyDefinition to Identifier (as versionId)";"";"";"";""
"";"PropertyDefinition to IdentifierSet (as versionId)";"";"";"";""
"";"PropertyDefinition to IdentifierString (as versionId)";"";"";"";""
"PropertyDefinitionAssignment";"";"";"";"";""
"";"PropertyDefinitionAssignment to ExternalUnit (as allowedUnits)";"";"";"";""
"";"PropertyDefinitionAssignment to Unit (as allowedUnits)";"";"";"";""
"";"PropertyDefinitionAssignment to ExternalPropertyDefinition (as assignedPropertyDefinition)";"";"";"";""
"";"PropertyDefinitionAssignment to PropertyDefinition (as assignedPropertyDefinition)";"";"";"";""
"";"PropertyDefinitionAssignment to PropertyDefinitionString (as assignedPropertyDefinition)";"";"";"";""
"";"PropertyDefinitionAssignment to Activity (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to ActivityAssignment (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to ActivityMethod (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to ActivityMethodAssignment (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to ActivityMethodRelationship (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to ActivityRelationship (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to Address (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to AddressAssignment (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to AlternativeSolution (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to Approval (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to ApprovalAssignment (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to BreakdownElementRealization (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to BreakdownElementRelationship (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to BreakdownElementVersionRelationship (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to BreakdownElementView (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to BreakdownElementViewRelationship (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to BreakdownRelationship (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to BreakdownVersion (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to BreakdownVersionAssignment (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to BreakdownVersionRelationship (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to CertificationAssignment (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to Condition (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to ConditionAssignment (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to ConditionRelationship (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to Contract (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to ContractAssignment (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to ContractRelationship (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to DateAndPersonAssignment (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to DateTimeAssignment (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to DocumentAssignment (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to DocumentDefinition (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to DocumentDefinitionRelationship (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to DocumentRelationship (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to DocumentVersionRelationship (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to EffectivityAssignment (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to EventAssignment (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to File (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to FileRelationship (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to FrozenAssignment (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to InZone (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to IndividualPartRelationship (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to IndividualPartVersionRelationship (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to IndividualPartView (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to IndividualPartViewRelationship (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to InformationUsageRightAssignment (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to MaterialPropertyAssignment (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to ModelPropertyAssignment (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to Occurrence (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to OccurrenceRelationship (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to OrganizationOrPersonInOrganizationAssignment (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to OrganizationRelationship (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to Part (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to PartRelationship (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to PartVersion (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to PartVersionRelationship (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to PartView (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to PartViewRelationship (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to Person (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to PersonInOrganization (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to ProcessOperationDefinition (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to ProcessOperationOccurrence (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to ProcessOperationResourceAssignment (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to ProcessPlan (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to ProductConcept (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to ProductConfiguration (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to ProductConfigurationRelationship (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to Project (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to ProjectAssignment (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to ProjectRelationship (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to PropertyDefinitionAssignment (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to PropertyDefinitionRelationship (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to PropertyValueAssignment (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to PropertyValueRelationship (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to RequirementAssignment (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to RequirementRelationship (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to RequirementSource (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to RequirementVersionRelationship (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to RequirementView (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to RequirementViewRelationship (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to SecurityClassificationAssignment (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to ShapeElement (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to ShapeElementRelationship (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to Specification (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to SpecificationAssignment (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to SpecificationCategoryAssignment (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to SpecificationConditionAssignment (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to SpecificationInclusionAssignment (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to TimeIntervalAssignment (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to ViewOccurrenceRelationship (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to WorkOrder (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to WorkOrderAssignment (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to WorkRequest (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to WorkRequestAssignment (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to WorkRequestRelationship (as assignedTo)";"";"";"";""
"";"PropertyDefinitionAssignment to Classification (as classifiedAs)";"";"";"";""
"";"PropertyDefinitionAssignment to CharacterString (as description)";"";"";"";""
"";"PropertyDefinitionAssignment to Descriptor (as description)";"";"";"";""
"";"PropertyDefinitionAssignment to DescriptorSet (as description)";"";"";"";""
"";"PropertyDefinitionAssignment to LocalizedString (as description)";"";"";"";""
"";"PropertyDefinitionAssignment to TranslatedStringSet (as description)";"";"";"";""
"";"PropertyDefinitionAssignment to Identifier (as id)";"";"";"";""
"";"PropertyDefinitionAssignment to IdentifierSet (as id)";"";"";"";""
"";"PropertyDefinitionAssignment to IdentifierString (as id)";"";"";"";""
"";"PropertyDefinitionAssignment to Class (as role)";"";"";"";""
"";"PropertyDefinitionAssignment to ClassString (as role)";"";"";"";""
"";"PropertyDefinitionAssignment to ExternalClass (as role)";"";"";"";""
"";"PropertyDefinitionAssignment to ExternalOwlClass (as role)";"";"";"";""
"PropertyDefinitionAssignmentRelationship";"";"";"";"";""
"";"PropertyDefinitionAssignmentRelationship to Classification (as classifiedAs)";"";"";"";""
"";"PropertyDefinitionAssignmentRelationship to CharacterString (as description)";"";"";"";""
"";"PropertyDefinitionAssignmentRelationship to Descriptor (as description)";"";"";"";""
"";"PropertyDefinitionAssignmentRelationship to DescriptorSet (as description)";"";"";"";""
"";"PropertyDefinitionAssignmentRelationship to LocalizedString (as description)";"";"";"";""
"";"PropertyDefinitionAssignmentRelationship to TranslatedStringSet (as description)";"";"";"";""
"";"PropertyDefinitionAssignmentRelationship to Identifier (as id)";"";"";"";""
"";"PropertyDefinitionAssignmentRelationship to IdentifierSet (as id)";"";"";"";""
"";"PropertyDefinitionAssignmentRelationship to IdentifierString (as id)";"";"";"";""
"";"PropertyDefinitionAssignmentRelationship to PropertyDefinitionAssignment (as related)";"";"";"";""
"";"PropertyDefinitionAssignmentRelationship to PropertyDefinitionAssignment (as relating)";"";"";"";""
"";"PropertyDefinitionAssignmentRelationship to Class (as relationType)";"";"";"";""
"";"PropertyDefinitionAssignmentRelationship to ClassString (as relationType)";"";"";"";""
"";"PropertyDefinitionAssignmentRelationship to ExternalClass (as relationType)";"";"";"";""
"";"PropertyDefinitionAssignmentRelationship to ExternalOwlClass (as relationType)";"";"";"";""
"PropertyDefinitionRelationship";"";"";"";"";""
"";"PropertyDefinitionRelationship to Classification (as classifiedAs)";"";"";"";""
"";"PropertyDefinitionRelationship to CharacterString (as description)";"";"";"";""
"";"PropertyDefinitionRelationship to Descriptor (as description)";"";"";"";""
"";"PropertyDefinitionRelationship to DescriptorSet (as description)";"";"";"";""
"";"PropertyDefinitionRelationship to LocalizedString (as description)";"";"";"";""
"";"PropertyDefinitionRelationship to TranslatedStringSet (as description)";"";"";"";""
"";"PropertyDefinitionRelationship to Identifier (as id)";"";"";"";""
"";"PropertyDefinitionRelationship to IdentifierSet (as id)";"";"";"";""
"";"PropertyDefinitionRelationship to IdentifierString (as id)";"";"";"";""
"";"PropertyDefinitionRelationship to ExternalPropertyDefinition (as related)";"";"";"";""
"";"PropertyDefinitionRelationship to PropertyDefinition (as related)";"";"";"";""
"";"PropertyDefinitionRelationship to PropertyDefinitionString (as related)";"";"";"";""
"";"PropertyDefinitionRelationship to ExternalPropertyDefinition (as relating)";"";"";"";""
"";"PropertyDefinitionRelationship to PropertyDefinition (as relating)";"";"";"";""
"";"PropertyDefinitionRelationship to PropertyDefinitionString (as relating)";"";"";"";""
"";"PropertyDefinitionRelationship to Class (as relationType)";"";"";"";""
"";"PropertyDefinitionRelationship to ClassString (as relationType)";"";"";"";""
"";"PropertyDefinitionRelationship to ExternalClass (as relationType)";"";"";"";""
"";"PropertyDefinitionRelationship to ExternalOwlClass (as relationType)";"";"";"";""
"PropertyValue";"";"";"";"";""
"";"PropertyValue to Classification (as classifiedAs)";"";"";"";""
"";"PropertyValue to ExternalPropertyDefinition (as definition)";"";"";"";""
"";"PropertyValue to PropertyDefinition (as definition)";"";"";"";""
"";"PropertyValue to PropertyDefinitionString (as definition)";"";"";"";""
"";"PropertyValue to Class (as determinationMethod)";"";"";"";""
